qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
BRCC3-201,Apal_XM_021039106.2,58.48,171,42,3,14,182,33,464,7.23e-61,192,Apal,BRCC3-201_Apal
BRCC3-201,Apoc_chromosome_7.603_1,52.918,257,89,5,14,265,22,711,9.64e-90,268,Apoc,BRCC3-201_Apoc
BRCC3-201,Aque_XM_020002492.1,43.145,248,112,6,14,257,46,714,2.7e-60,194,Aque,BRCC3-201_Aque
BRCC3-201,Cgig_G15721.9,60.156,256,75,3,13,265,19,714,1.94e-105,308,Cgig,BRCC3-201_Cgig
BRCC3-201,Emue_Em0021g868a.t1,43.348,233,101,5,35,262,1,621,1.45e-56,182,Emue,BRCC3-201_Emue
BRCC3-201,Gasp_gasp1.m3.26862.m1,50.584,257,89,6,14,265,30,701,1.06e-80,248,Gasp,BRCC3-201_Gasp
BRCC3-201,Gfas_gfas1.m1.23199.m1,53.696,257,87,5,14,265,185,874,2.33e-85,267,Gfas,BRCC3-201_Gfas
BRCC3-201,Hsal_ENA_GHBP01006986_GHBP01006986.1,26.19,168,88,4,13,178,227,628,1.62e-8,53.1,Hsal,BRCC3-201_Hsal
BRCC3-201,Mcap_g39417,52.918,257,89,5,14,265,64,753,9.31e-86,259,Mcap,BRCC3-201_Mcap
BRCC3-201,Msqu_ENA_GHBR01002340_GHBR01002340.1,27.711,166,86,5,13,177,122,520,2.42e-9,54.7,Msqu,BRCC3-201_Msqu
BRCC3-201,Nvec_XM_001627257.2,50.973,257,93,5,14,265,64,750,2.62e-84,258,Nvec,BRCC3-201_Nvec
BRCC3-201,Pbac_AVPN01000471.1,34.783,69,41,1,109,177,31993,31799,4.61e-6,50.1,Pbac,BRCC3-201_Pbac
BRCC3-201,Pdam_Pocillopora_damicornis_2342,53.696,257,87,5,14,265,46,735,1.09e-88,264,Pdam,BRCC3-201_Pdam
BRCC3-201,Plut_plut2.m8.17147.m1,53.696,257,87,5,14,265,36,725,1.66e-85,268,Plut,BRCC3-201_Plut
BRCC3-201,Prus_10315_t,25.843,178,96,5,18,189,181,624,4.12e-7,50.8,Prus,BRCC3-201_Prus
BRCC3-201,Pver_TRINITY_DN1118_c1_g2_i3,53.696,257,87,5,14,265,41,730,6.55e-84,263,Pver,BRCC3-201_Pver
BRCC3-201,Spis_Stylophora_pistillata_19743,52.79,233,78,5,14,241,25,642,7.39e-78,235,Spis,BRCC3-201_Spis
COPS5-201,Adig_Acropora_digitifera_12276,40,200,107,6,57,248,100,684,1.13e-35,130,Adig,COPS5-201_Adig
COPS5-201,Ahya_Acropora_hyacinthus_9591,49.412,85,40,2,57,140,100,348,1.52e-15,69.7,Ahya,COPS5-201_Ahya
COPS5-201,Amil_Acropora_millepora_17752,83.133,332,54,2,1,331,28,1020,0,538,Amil,COPS5-201_Amil
COPS5-201,Apal_XM_021059148.2,81.763,329,56,2,6,333,46,1023,3.69e-169,481,Apal,COPS5-201_Apal
COPS5-201,Apoc_chromosome_4.1539_1,81.627,332,59,2,1,331,1,993,0,531,Apoc,COPS5-201_Apoc
COPS5-201,Aque_XM_003384641.3,70.606,330,93,3,1,330,24,1001,5.73e-147,418,Aque,COPS5-201_Aque
COPS5-201,Cgig_G825.2,81.737,334,61,0,1,334,1,1002,0,550,Cgig,COPS5-201_Cgig
COPS5-201,Emue_Em0012g383a.t1,67.976,331,96,1,9,329,10,1002,4.56e-148,421,Emue,COPS5-201_Emue
COPS5-201,Gasp_gasp1.m3.9885.m1,72.892,332,56,3,1,331,52,948,4.81e-164,463,Gasp,COPS5-201_Gasp
COPS5-201,Gfas_gfas1.m1.2808.m1,76.221,307,49,3,1,306,85,936,8.5e-153,431,Gfas,COPS5-201_Gfas
COPS5-201,Hsal_ENA_GHBP01006986_GHBP01006986.1,47.727,132,65,3,57,187,230,616,3.55e-29,111,Hsal,COPS5-201_Hsal
COPS5-201,Kiwa_ENA_GBGI01003186_GBGI01003186.1,42.537,134,71,5,57,188,1033,644,1.25e-23,100,Kiwa,COPS5-201_Kiwa
COPS5-201,Mcap_g34497,82.831,332,55,2,1,331,1,993,0,536,Mcap,COPS5-201_Mcap
COPS5-201,Msqu_ENA_GHBR01002340_GHBR01002340.1,33.878,245,139,8,57,285,125,838,4.35e-32,119,Msqu,COPS5-201_Msqu
COPS5-201,Nvec_XM_001636575.2,83.03,330,53,2,6,334,125,1108,0,533,Nvec,COPS5-201_Nvec
COPS5-201,Pbac_AVPN01010255.1,55.769,312,122,2,17,328,210,1097,6.52e-114,343,Pbac,COPS5-201_Pbac
COPS5-201,Pdam_Pocillopora_damicornis_535,82.838,303,50,2,1,302,64,969,9.36e-176,488,Pdam,COPS5-201_Pdam
COPS5-201,Plut_plut2.m8.5062.m1,79.457,258,44,1,1,249,59,832,1.33e-150,425,Plut,COPS5-201_Plut
COPS5-201,Prus_10315_t,83.062,307,50,2,1,306,1,918,7.33e-177,493,Prus,COPS5-201_Prus
COPS5-201,Pver_TRINITY_DN61668_c0_g1_i1,82.831,332,55,2,1,331,55,1047,0,540,Pver,COPS5-201_Pver
COPS5-201,Spis_Stylophora_pistillata_19743,30,120,77,2,56,169,22,378,3.09e-7,50.1,Spis,COPS5-201_Spis
COPS6-201,Adig_Acropora_digitifera_15418,64.808,287,98,3,43,327,103,960,1.7300000000000001e-127,366,Adig,COPS6-201_Adig
COPS6-201,Ahya_Acropora_hyacinthus_4409,22.8,250,186,4,63,307,16,759,3.13e-12,63.5,Ahya,COPS6-201_Ahya
COPS6-201,Amil_Acropora_millepora_21071,64.808,287,98,3,43,327,118,975,3.67e-127,366,Amil,COPS6-201_Amil
COPS6-201,Apal_XM_021048006.2,65,300,103,2,30,327,124,1023,9.82e-133,386,Apal,COPS6-201_Apal
COPS6-201,Apoc_chromosome_7.612_1,64.46,287,99,3,43,327,112,969,1.02e-124,360,Apoc,COPS6-201_Apoc
COPS6-201,Aque_XM_003383749.2,22.837,289,215,5,24,306,53,913,7.23e-16,77.8,Aque,COPS6-201_Aque
COPS6-201,Cgig_G14330.2,71.104,308,89,0,20,327,13,936,1.3e-158,447,Cgig,COPS6-201_Cgig
COPS6-201,Emue_Em0021g887a.t1,49.527,317,151,4,16,327,4,942,2.29e-101,301,Emue,COPS6-201_Emue
COPS6-201,Gasp_gasp1.m3.1724.m1,63.415,287,100,4,43,327,106,957,6.34e-119,349,Gasp,COPS6-201_Gasp
COPS6-201,Gfas_gfas1.m1.14545.m1,59.93,287,91,4,43,327,111,905,3.04e-107,323,Gfas,COPS6-201_Gfas
COPS6-201,Hsal_ENA_GHBP01022365_GHBP01022365.1,29.63,108,73,3,36,141,27,347,2.14e-6,45.4,Hsal,COPS6-201_Hsal
COPS6-201,Kiwa_ENA_GBGI01022153_GBGI01022153.1,27.273,143,98,3,28,165,1060,635,4.42e-10,59.7,Kiwa,COPS6-201_Kiwa
COPS6-201,Mcap_g39434,65.157,287,97,3,43,327,97,954,1.13e-126,365,Mcap,COPS6-201_Mcap
COPS6-201,Msqu_ENA_GHBR01005158_GHBR01005158.1,26.119,134,96,3,40,171,143,541,7.74e-7,46.6,Msqu,COPS6-201_Msqu
COPS6-201,Nvec_XM_001627427.2,62.745,306,108,3,28,327,65,982,9.45e-133,387,Nvec,COPS6-201_Nvec
COPS6-201,Pdam_Pocillopora_damicornis_20146,64.46,287,99,3,43,327,103,960,3.23e-126,362,Pdam,COPS6-201_Pdam
COPS6-201,Plut_plut2.m8.17164.m1,65.505,287,96,3,43,327,168,1025,1.09e-126,369,Plut,COPS6-201_Plut
COPS6-201,Prus_13510_t,67.757,214,68,1,114,327,6,644,7.4e-97,285,Prus,COPS6-201_Prus
COPS6-201,Pver_TRINITY_DN6115_c0_g1_i4,64.46,287,99,3,43,327,105,962,3.15e-124,363,Pver,COPS6-201_Pver
COPS6-201,Spis_Stylophora_pistillata_517,24.542,273,198,4,40,307,28,837,2.17e-17,80.9,Spis,COPS6-201_Spis
EIF3F-209,Adig_Acropora_digitifera_15173,26.761,284,179,6,92,356,37,858,4.32e-24,100,Adig,EIF3F-209_Adig
EIF3F-209,Ahya_Acropora_hyacinthus_4409,26.255,259,164,5,115,356,28,774,2.59e-20,87.4,Ahya,EIF3F-209_Ahya
EIF3F-209,Amil_Acropora_millepora_5761,26.761,284,179,6,92,356,31,852,9.54e-24,99.8,Amil,EIF3F-209_Amil
EIF3F-209,Apal_XM_021037408.2,26.829,287,175,6,92,356,106,927,1.05e-23,101,Apal,EIF3F-209_Apal
EIF3F-209,Apoc_chromosome_1.75_1,27.682,289,179,7,87,356,211,1044,1.37e-24,103,Apoc,EIF3F-209_Apoc
EIF3F-209,Aque_XM_003383749.2,26.855,283,177,7,92,356,107,919,8.59e-21,92.8,Aque,EIF3F-209_Aque
EIF3F-209,Cgig_G24594.7,60.219,274,105,2,88,357,7,828,3.07e-121,352,Cgig,EIF3F-209_Cgig
EIF3F-209,Emue_Em0021g887a.t1,27.941,272,181,5,92,352,70,873,8.4e-23,97.8,Emue,EIF3F-209_Emue
EIF3F-209,Gasp_gasp1.m3.1724.m1,26.692,266,184,6,94,352,106,891,8.14e-21,93.2,Gasp,EIF3F-209_Gasp
EIF3F-209,Gfas_gfas1.m1.15493.m1,27.465,284,177,6,92,356,109,930,2.12e-23,101,Gfas,EIF3F-209_Gfas
EIF3F-209,Hsal_ENA_GHBP01022365_GHBP01022365.1,36.697,109,65,3,92,196,42,368,1.1e-15,72,Hsal,EIF3F-209_Hsal
EIF3F-209,Kiwa_ENA_GBGI01022153_GBGI01022153.1,22.642,265,194,6,92,348,1015,230,4.77e-14,72,Kiwa,EIF3F-209_Kiwa
EIF3F-209,Mcap_g65057,55.639,266,118,0,89,354,25,822,5.61e-108,318,Mcap,EIF3F-209_Mcap
EIF3F-209,Msqu_ENA_GHBR01005158_GHBR01005158.1,34.351,131,82,2,92,218,146,538,1.77e-16,74.7,Msqu,EIF3F-209_Msqu
EIF3F-209,Nvec_XM_001637789.2,27.208,283,175,5,92,356,125,934,2.05e-26,110,Nvec,EIF3F-209_Nvec
EIF3F-209,Pbac_AVPN01000674.1,47.934,121,63,0,87,207,29410,29048,2.11e-32,130,Pbac,EIF3F-209_Pbac
EIF3F-209,Pdam_Pocillopora_damicornis_19829,50.633,158,78,0,161,318,28,501,4.47e-53,171,Pdam,EIF3F-209_Pdam
EIF3F-209,Plut_plut2.m8.17287.m1,27.682,289,179,7,87,356,106,939,9.8599999999999993e-24,102,Plut,EIF3F-209_Plut
EIF3F-209,Prus_2747_t,26.22,328,170,10,92,356,31,987,1.06e-19,89.7,Prus,EIF3F-209_Prus
EIF3F-209,Pver_TRINITY_DN726_c0_g4_i1,27.682,289,179,7,87,356,94,927,5.73e-23,100,Pver,EIF3F-209_Pver
EIF3F-209,Spis_Stylophora_pistillata_517,27.682,289,179,7,87,356,19,852,1.45e-24,101,Spis,EIF3F-209_Spis
EIF3H-209,Adig_Acropora_digitifera_1018,57.143,315,127,2,36,349,88,1011,6.07e-112,328,Adig,EIF3H-209_Adig
EIF3H-209,Ahya_Acropora_hyacinthus_3847,57.143,315,127,2,36,349,85,1008,1.52e-112,328,Ahya,EIF3H-209_Ahya
EIF3H-209,Amil_Acropora_millepora_800,55.422,249,104,1,101,349,1,726,2.88e-93,278,Amil,EIF3H-209_Amil
EIF3H-209,Apal_XM_021061383.2,57.643,314,130,2,39,349,46,987,1.86e-102,311,Apal,EIF3H-209_Apal
EIF3H-209,Apoc_chromosome_4.2469_1,59.494,316,127,1,34,348,61,1008,2.75e-113,333,Apoc,EIF3H-209_Apoc
EIF3H-209,Aque_XM_003383466.3,44.201,319,169,4,36,349,82,1026,2.5e-62,204,Aque,EIF3H-209_Aque
EIF3H-209,Cgig_G2442.8,61.392,316,118,3,36,348,34,978,1.9e-120,352,Cgig,EIF3H-209_Cgig
EIF3H-209,Emue_Em0023g123a.t1,45.963,322,164,4,35,349,31,987,3.06e-73,230,Emue,EIF3H-209_Emue
EIF3H-209,Gasp_gasp1.m3.15038.m1,60,315,125,1,36,349,71,1015,1.52e-110,327,Gasp,EIF3H-209_Gasp
EIF3H-209,Gfas_gfas1.m1.1918.m1,60.458,306,120,1,45,349,1,918,2.29e-111,327,Gfas,EIF3H-209_Gfas
EIF3H-209,Hsal_ENA_GHBP01006593_GHBP01006593.1,29.67,182,119,2,76,257,174,692,6.35e-22,92,Hsal,EIF3H-209_Hsal
EIF3H-209,Kiwa_ENA_GBGI01017950_GBGI01017950.1,29.075,227,150,4,38,262,46,699,3.13e-14,73.6,Kiwa,EIF3H-209_Kiwa
EIF3H-209,Mcap_g35095,59.434,318,126,2,34,349,67,1017,1.12e-114,337,Mcap,EIF3H-209_Mcap
EIF3H-209,Msqu_ENA_GHBR01004104_GHBR01004104.1,31.034,145,93,1,75,219,173,586,5.07e-20,85.1,Msqu,EIF3H-209_Msqu
EIF3H-209,Nvec_XM_001631443.2,57.692,312,131,1,39,349,104,1039,3.93e-106,316,Nvec,EIF3H-209_Nvec
EIF3H-209,Pdam_Pocillopora_damicornis_18524,67.48,123,40,0,97,219,1,369,1.15e-57,181,Pdam,EIF3H-209_Pdam
EIF3H-209,Plut_plut2.m8.11832.m1,58.73,315,129,1,36,349,130,1074,1.16e-104,315,Plut,EIF3H-209_Plut
EIF3H-209,Prus_35677_t,55.723,332,126,2,39,349,73,1068,8.22e-101,302,Prus,EIF3H-209_Prus
EIF3H-209,Pver_TRINITY_DN61476_c0_g1_i1,29.338,317,189,7,33,343,173,1036,5.05e-31,121,Pver,EIF3H-209_Pver
EIF3H-209,Spis_Stylophora_pistillata_2680,52.941,153,72,0,197,349,1,459,4.55e-40,138,Spis,EIF3H-209_Spis
JOSD1-210,Adig_Acropora_digitifera_7036,24.848,165,72,6,26,163,31,450,5.42e-6,45.1,Adig,JOSD1-210_Adig
JOSD1-210,Ahya_Acropora_hyacinthus_2510,25.455,165,71,6,26,163,31,450,1.55e-7,47,Ahya,JOSD1-210_Ahya
JOSD1-210,Amil_Acropora_millepora_17974,52.288,153,72,1,25,177,100,555,1.74e-55,174,Amil,JOSD1-210_Amil
JOSD1-210,Apal_XM_021044997.2,49.673,153,75,2,22,173,146,601,4.32e-50,163,Apal,JOSD1-210_Apal
JOSD1-210,Apoc_chromosome_5.1269_1,52.288,153,72,1,25,177,13,468,5.58e-52,165,Apoc,JOSD1-210_Apoc
JOSD1-210,Cgig_G3496.3,53.247,154,71,1,26,179,25,483,5.94e-56,177,Cgig,JOSD1-210_Cgig
JOSD1-210,Emue_Em0018g535a.t1,29.268,164,85,6,26,173,10,456,4.34e-8,52.4,Emue,JOSD1-210_Emue
JOSD1-210,Gasp_gasp1.m3.3590.m1,52.288,153,72,1,25,177,15,470,7.17e-52,169,Gasp,JOSD1-210_Gasp
JOSD1-210,Gfas_gfas1.m1.17150.m1,50.633,158,77,1,25,182,41,511,8.33e-53,171,Gfas,JOSD1-210_Gfas
JOSD1-210,Hsal_ENA_GHBP01017226_GHBP01017226.1,35.211,71,42,2,24,94,168,368,2.69e-6,44.3,Hsal,JOSD1-210_Hsal
JOSD1-210,Mcap_g51106,49.673,153,76,1,25,177,4,459,6.79e-52,166,Mcap,JOSD1-210_Mcap
JOSD1-210,Msqu_ENA_GHBR01005824_GHBR01005824.1,34.653,101,53,5,11,110,244,510,5.99e-7,45.4,Msqu,JOSD1-210_Msqu
JOSD1-210,Nvec_XM_001630082.2,50,150,74,1,25,174,342,788,9.91e-45,157,Nvec,JOSD1-210_Nvec
JOSD1-210,Plut_plut2.m8.14287.m1,27.976,168,86,6,26,175,50,502,9.01e-7,48.9,Plut,JOSD1-210_Plut
JOSD1-210,Prus_13683_t,27.976,168,86,6,26,175,10,462,1.59e-6,47.8,Prus,JOSD1-210_Prus
JOSD1-210,Pver_TRINITY_DN18455_c0_g1_i1,52.229,157,74,1,21,177,12,479,1.27e-53,169,Pver,JOSD1-210_Pver
JOSD2-204,Amil_Acropora_millepora_17974,51.974,152,72,1,14,164,103,558,8.3e-45,147,Amil,JOSD2-204_Amil
JOSD2-204,Apal_XM_021044997.2,48.052,154,78,2,14,165,158,619,8.09e-40,137,Apal,JOSD2-204_Apal
JOSD2-204,Apoc_chromosome_5.1269_1,49.007,151,76,1,14,163,16,468,1.46e-39,133,Apoc,JOSD2-204_Apoc
JOSD2-204,Cgig_G3496.3,51.429,175,84,1,14,187,25,549,3.03e-46,152,Cgig,JOSD2-204_Cgig
JOSD2-204,Emue_Em0018g535a.t1,28.205,156,82,5,13,151,7,435,1.56e-7,50.4,Emue,JOSD2-204_Emue
JOSD2-204,Gasp_gasp1.m3.3590.m1,50.327,153,75,1,14,165,18,476,2.17e-41,141,Gasp,JOSD2-204_Gasp
JOSD2-204,Gfas_gfas1.m1.17150.m1,51.316,152,73,1,14,164,44,499,1.46e-40,139,Gfas,JOSD2-204_Gfas
JOSD2-204,Hsal_ENA_GHBP01017226_GHBP01017226.1,35.227,88,54,2,12,99,168,422,1.04e-11,58.9,Hsal,JOSD2-204_Hsal
JOSD2-204,Mcap_g51106,48.684,152,77,1,14,164,7,462,5.41e-42,140,Mcap,JOSD2-204_Mcap
