>H2AJ-201_Apoc_chromosome_5.1506_1	43	429	Apoc_chromosome_5.1506_1
>H2AJ-201_Aque_XM_003382922.3	101	472	Aque_XM_003382922.3
>H2AJ-201_Cgig_G27649.7	1	381	Cgig_G27649.7
>H2AJ-201_Emue_Em0014g878a.t1	1	384	Emue_Em0014g878a.t1
>H2AJ-201_Gasp_gasp1.m3.26222.m1	250	633	Gasp_gasp1.m3.26222.m1
>H2AJ-201_Gfas_gfas1.m1.14363.m1	1	363	Gfas_gfas1.m1.14363.m1
>H2AJ-201_Hsal_ENA_GHBP01011369_GHBP01011369.1	83	454	Hsal_ENA_GHBP01011369_GHBP01011369.1
>H2AJ-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	71	409	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AJ-201_Mcap_adi2mcaRNA4534_R0	250	522	Mcap_adi2mcaRNA4534_R0
>H2AJ-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	60	443	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AJ-201_Nvec_XM_001623180.2	16	384	Nvec_XM_001623180.2
>H2AJ-201_Pbac_AVPN01000475.1	53236	52910	Pbac_AVPN01000475.1
>H2AJ-201_Pdam_Pocillopora_damicornis_2808	100	480	Pdam_Pocillopora_damicornis_2808
>H2AJ-201_Plut_plut2.m8.16524.m1	1	381	Plut_plut2.m8.16524.m1
>H2AJ-201_Prus_24476_t	1	381	Prus_24476_t
>H2AJ-201_Pver_TRINITY_DN673_c1_g1_i1	48	428	Pver_TRINITY_DN673_c1_g1_i1
>H2AJ-201_Spis_Stylophora_pistillata_3430	1	363	Spis_Stylophora_pistillata_3430
>H2AW-201_Adig_Acropora_digitifera_15612	79	378	Adig_Acropora_digitifera_15612
>H2AW-201_Ahya_Acropora_hyacinthus_4631	64	363	Ahya_Acropora_hyacinthus_4631
>H2AW-201_Amil_Acropora_millepora_12982	64	363	Amil_Acropora_millepora_12982
>H2AW-201_Apal_XM_021038454.2	145	444	Apal_XM_021038454.2
>H2AW-201_Apoc_chromosome_5.1506_1	109	411	Apoc_chromosome_5.1506_1
>H2AW-201_Aque_XM_003382922.3	164	475	Aque_XM_003382922.3
>H2AW-201_Cgig_G27649.7	64	366	Cgig_G27649.7
>H2AW-201_Emue_Em0007g151a.t1	64	399	Emue_Em0007g151a.t1
>H2AW-201_Gasp_gasp1.m3.12491.m1	64	378	Gasp_gasp1.m3.12491.m1
>H2AW-201_Gfas_gfas1.m1.14363.m1	64	375	Gfas_gfas1.m1.14363.m1
>H2AW-201_Hsal_ENA_GHBP01011369_GHBP01011369.1	125	454	Hsal_ENA_GHBP01011369_GHBP01011369.1
>H2AW-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	89	400	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AW-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	126	437	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AW-201_Nvec_XM_001623180.2	79	390	Nvec_XM_001623180.2
>H2AW-201_Pbac_AVPN01001317.1	9314	9027	Pbac_AVPN01001317.1
>H2AW-201_Pdam_Pocillopora_damicornis_6820	100	414	Pdam_Pocillopora_damicornis_6820
>H2AW-201_Plut_plut2.m8.14533.m1	64	375	Plut_plut2.m8.14533.m1
>H2AW-201_Prus_19486_t	64	378	Prus_19486_t
>H2AW-201_Pver_TRINITY_DN62124_c0_g1_i1	163	477	Pver_TRINITY_DN62124_c0_g1_i1
>H2AW-201_Spis_Stylophora_pistillata_3430	64	378	Spis_Stylophora_pistillata_3430
>H2AX-201_Adig_Acropora_digitifera_15612	79	414	Adig_Acropora_digitifera_15612
>H2AX-201_Ahya_Acropora_hyacinthus_4631	64	399	Ahya_Acropora_hyacinthus_4631
>H2AX-201_Amil_Acropora_millepora_12982	64	399	Amil_Acropora_millepora_12982
>H2AX-201_Apal_XM_021038454.2	145	483	Apal_XM_021038454.2
>H2AX-201_Apoc_chromosome_8.1014_1	64	447	Apoc_chromosome_8.1014_1
>H2AX-201_Aque_XM_003382922.3	164	499	Aque_XM_003382922.3
>H2AX-201_Cgig_G27649.7	64	399	Cgig_G27649.7
>H2AX-201_Emue_Em0232g5a.t1	64	405	Emue_Em0232g5a.t1
>H2AX-201_Gasp_gasp1.m3.18178.m1	717	403	Gasp_gasp1.m3.18178.m1
>H2AX-201_Gfas_gfas1.m1.14363.m1	64	363	Gfas_gfas1.m1.14363.m1
>H2AX-201_Hsal_ENA_GHBP01015790_GHBP01015790.1	121	453	Hsal_ENA_GHBP01015790_GHBP01015790.1
>H2AX-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	89	391	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AX-201_Mcap_g40930	1153	1263	Mcap_g40930
>H2AX-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	126	425	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AX-201_Nvec_XM_032364289.1	140	484	Nvec_XM_032364289.1
>H2AX-201_Pbac_AVPN01001317.1	9314	9027	Pbac_AVPN01001317.1
>H2AX-201_Pdam_Pocillopora_damicornis_29052	112	450	Pdam_Pocillopora_damicornis_29052
>H2AX-201_Plut_plut2.m8.16524.m1	64	402	Plut_plut2.m8.16524.m1
>H2AX-201_Prus_24476_t	64	402	Prus_24476_t
>H2AX-201_Pver_TRINITY_DN673_c1_g1_i1	111	449	Pver_TRINITY_DN673_c1_g1_i1
>H2AX-201_Spis_Stylophora_pistillata_10605	157	549	Spis_Stylophora_pistillata_10605
>H2AZ1-201_Adig_Acropora_digitifera_15612	61	387	Adig_Acropora_digitifera_15612
>H2AZ1-201_Ahya_Acropora_hyacinthus_4631	46	372	Ahya_Acropora_hyacinthus_4631
>H2AZ1-201_Amil_Acropora_millepora_12647	43	375	Amil_Acropora_millepora_12647
>H2AZ1-201_Apal_XM_021041140.2	86	412	Apal_XM_021041140.2
>H2AZ1-201_Apoc_chromosome_8.1014_1	43	375	Apoc_chromosome_8.1014_1
>H2AZ1-201_Aque_XM_003391205.1	46	366	Aque_XM_003391205.1
>H2AZ1-201_Cgig_G661.5	61	390	Cgig_G661.5
>H2AZ1-201_Emue_Em0002g38a.t1	49	375	Emue_Em0002g38a.t1
>H2AZ1-201_Gasp_gasp1.m3.3111.m1	86	412	Gasp_gasp1.m3.3111.m1
>H2AZ1-201_Gfas_gfas1.m1.17483.m1	49	375	Gfas_gfas1.m1.17483.m1
>H2AZ1-201_Hsal_ENA_GHBP01011369_GHBP01011369.1	107	454	Hsal_ENA_GHBP01011369_GHBP01011369.1
>H2AZ1-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	71	382	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AZ1-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	120	419	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AZ1-201_Nvec_XM_001618980.2	59	385	Nvec_XM_001618980.2
>H2AZ1-201_Pbac_AVPN01001317.1	11151	10849	Pbac_AVPN01001317.1
>H2AZ1-201_Pdam_Pocillopora_damicornis_29052	94	420	Pdam_Pocillopora_damicornis_29052
>H2AZ1-201_Plut_plut2.m8.12963.m1	83	409	Plut_plut2.m8.12963.m1
>H2AZ1-201_Prus_29723_t	1042	1368	Prus_29723_t
>H2AZ1-201_Pver_TRINITY_DN11859_c0_g1_i1	210	536	Pver_TRINITY_DN11859_c0_g1_i1
>H2AZ1-201_Spis_Stylophora_pistillata_3430	46	366	Spis_Stylophora_pistillata_3430
>H2AZ2-202_Adig_Acropora_digitifera_15612	61	387	Adig_Acropora_digitifera_15612
>H2AZ2-202_Ahya_Acropora_hyacinthus_4631	46	372	Ahya_Acropora_hyacinthus_4631
>H2AZ2-202_Amil_Acropora_millepora_12982	46	372	Amil_Acropora_millepora_12982
>H2AZ2-202_Apal_XM_021041140.2	86	415	Apal_XM_021041140.2
>H2AZ2-202_Apoc_chromosome_5.1506_1	91	417	Apoc_chromosome_5.1506_1
>H2AZ2-202_Aque_XM_003391205.1	46	366	Aque_XM_003391205.1
>H2AZ2-202_Cgig_G661.5	61	393	Cgig_G661.5
>H2AZ2-202_Emue_Em0232g5a.t1	46	375	Emue_Em0232g5a.t1
>H2AZ2-202_Gasp_gasp1.m3.3111.m1	86	412	Gasp_gasp1.m3.3111.m1
>H2AZ2-202_Gfas_gfas1.m1.17483.m1	49	375	Gfas_gfas1.m1.17483.m1
>H2AZ2-202_Hsal_ENA_GHBP01011369_GHBP01011369.1	107	454	Hsal_ENA_GHBP01011369_GHBP01011369.1
>H2AZ2-202_Kiwa_ENA_GBGI01021681_GBGI01021681.1	71	382	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AZ2-202_Msqu_ENA_GHBR01005709_GHBR01005709.1	120	419	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AZ2-202_Nvec_XM_001618980.2	59	385	Nvec_XM_001618980.2
>H2AZ2-202_Pbac_AVPN01001317.1	11151	10849	Pbac_AVPN01001317.1
>H2AZ2-202_Pdam_Pocillopora_damicornis_29052	94	420	Pdam_Pocillopora_damicornis_29052
>H2AZ2-202_Plut_plut2.m8.12963.m1	83	409	Plut_plut2.m8.12963.m1
>H2AZ2-202_Prus_29723_t	1042	1368	Prus_29723_t
>H2AZ2-202_Pver_TRINITY_DN11859_c0_g1_i1	210	536	Pver_TRINITY_DN11859_c0_g1_i1
>H2AZ2-202_Spis_Stylophora_pistillata_3430	46	366	Spis_Stylophora_pistillata_3430
>MACROH2A1-201_Adig_Acropora_digitifera_3437	64	1128	Adig_Acropora_digitifera_3437
>MACROH2A1-201_Ahya_Acropora_hyacinthus_3692	64	780	Ahya_Acropora_hyacinthus_3692
>MACROH2A1-201_Amil_Acropora_millepora_12647	64	1128	Amil_Acropora_millepora_12647
>MACROH2A1-201_Apal_XM_021055026.2	128	1162	Apal_XM_021055026.2
>MACROH2A1-201_Apoc_chromosome_8.1014.1.5f15e6f4_1	64	1125	Apoc_chromosome_8.1014.1.5f15e6f4_1
>MACROH2A1-201_Aque_XM_003389202.3	127	1140	Aque_XM_003389202.3
>MACROH2A1-201_Cgig_G1084.6	526	1119	Cgig_G1084.6
>MACROH2A1-201_Emue_Em0002g1885a.t1	1006	2025	Emue_Em0002g1885a.t1
>MACROH2A1-201_Gasp_gasp1.m3.9498.m1	2569	3543	Gasp_gasp1.m3.9498.m1
>MACROH2A1-201_Gfas_gfas1.m1.3080.m1	2170	3123	Gfas_gfas1.m1.3080.m1
>MACROH2A1-201_Hsal_ENA_GHBP01015790_GHBP01015790.1	121	450	Hsal_ENA_GHBP01015790_GHBP01015790.1
>MACROH2A1-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	89	400	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>MACROH2A1-201_Mcap_g40930	1153	2031	Mcap_g40930
>MACROH2A1-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	126	449	Msqu_ENA_GHBR01005709_GHBR01005709.1
>MACROH2A1-201_Nvec_XM_032362029.1	608	1183	Nvec_XM_032362029.1
>MACROH2A1-201_Pbac_AVPN01001317.1	9314	9030	Pbac_AVPN01001317.1
>MACROH2A1-201_Pdam_Pocillopora_damicornis_6820	100	411	Pdam_Pocillopora_damicornis_6820
>MACROH2A1-201_Plut_plut2.m8.18924.m1	503	1483	Plut_plut2.m8.18924.m1
>MACROH2A1-201_Prus_Prusg5228.t1	151	996	Prus_Prusg5228.t1
>MACROH2A1-201_Pver_TRINITY_DN38934_c0_g2_i1	110	1177	Pver_TRINITY_DN38934_c0_g2_i1
>MACROH2A1-201_Spis_Stylophora_pistillata_10605	157	1224	Spis_Stylophora_pistillata_10605
>MACROH2A2-201_Adig_Acropora_digitifera_8973	4	315	Adig_Acropora_digitifera_8973
>MACROH2A2-201_Ahya_Acropora_hyacinthus_3692	55	780	Ahya_Acropora_hyacinthus_3692
>MACROH2A2-201_Amil_Acropora_millepora_12647	55	1128	Amil_Acropora_millepora_12647
>MACROH2A2-201_Apal_XM_021055026.2	119	1162	Apal_XM_021055026.2
>MACROH2A2-201_Apoc_chromosome_8.1014.1.5f15e6f4_1	55	1125	Apoc_chromosome_8.1014.1.5f15e6f4_1
>MACROH2A2-201_Aque_XM_003389202.3	118	1140	Aque_XM_003389202.3
>MACROH2A2-201_Cgig_G1084.6	559	1119	Cgig_G1084.6
>MACROH2A2-201_Emue_Em0002g1885a.t1	997	2022	Emue_Em0002g1885a.t1
>MACROH2A2-201_Gasp_gasp1.m3.9498.m1	2560	3543	Gasp_gasp1.m3.9498.m1
>MACROH2A2-201_Gfas_gfas1.m1.3080.m1	2164	3123	Gfas_gfas1.m1.3080.m1
>MACROH2A2-201_Hsal_ENA_GHBP01015790_GHBP01015790.1	115	450	Hsal_ENA_GHBP01015790_GHBP01015790.1
>MACROH2A2-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	80	382	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>MACROH2A2-201_Mcap_g40930	1153	2031	Mcap_g40930
>MACROH2A2-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	120	449	Msqu_ENA_GHBR01005709_GHBR01005709.1
>MACROH2A2-201_Nvec_XM_032369268.1	532	870	Nvec_XM_032369268.1
>MACROH2A2-201_Pbac_AVPN01001317.1	9323	9030	Pbac_AVPN01001317.1
>MACROH2A2-201_Pdam_Pocillopora_damicornis_29052	103	435	Pdam_Pocillopora_damicornis_29052
>MACROH2A2-201_Plut_plut2.m8.18924.m1	494	1483	Plut_plut2.m8.18924.m1
>MACROH2A2-201_Prus_141_t	55	1131	Prus_141_t
>MACROH2A2-201_Pver_TRINITY_DN38934_c0_g2_i1	101	1177	Pver_TRINITY_DN38934_c0_g2_i1
>MACROH2A2-201_Spis_Stylophora_pistillata_10605	148	1224	Spis_Stylophora_pistillata_10605
