qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Senp2-201,Kiwa_ENA_GBGI01005381_GBGI01005381.1,29.592,196,115,8,392,568,894,319,5.66e-19,89.7,Kiwa,Senp2-201_Kiwa
Senp2-201,Mcap_adi2mcaRNA5543_R0,40.171,117,68,1,472,588,169,513,1.61e-23,98.6,Mcap,Senp2-201_Mcap
Senp2-201,Msqu_ENA_GHBR01003310_GHBR01003310.1,23.932,117,72,5,455,556,240,584,1.01e-12,44.7,Msqu,Senp2-201_Msqu
Senp2-201,Nvec_XM_001640898.2,47.788,226,115,2,364,588,2086,2757,2.93e-65,232,Nvec,Senp2-201_Nvec
Senp2-201,Pbac_AVPN01002932.1,34.247,146,58,4,414,523,7971,7540,3.3e-16,84.7,Pbac,Senp2-201_Pbac
Senp2-201,Pdam_Pocillopora_damicornis_4509,43.548,124,68,1,465,588,1,366,4.15e-31,115,Pdam,Senp2-201_Pdam
Senp2-201,Plut_plut2.m8.16449.m1,40.991,222,94,2,367,588,1413,1967,7.26e-47,177,Plut,Senp2-201_Plut
Senp2-201,Prus_35620_t,33.571,280,112,3,361,588,574,1347,4.67e-47,171,Prus,Senp2-201_Prus
Senp2-201,Pver_TRINITY_DN3778_c0_g1_i2,44.737,228,124,1,361,588,1430,2107,5.75e-67,233,Pver,Senp2-201_Pver
Senp2-201,Spis_Stylophora_pistillata_10537,43.421,228,127,1,361,588,1510,2187,2.25e-65,226,Spis,Senp2-201_Spis
Senp3-201,Adig_Acropora_digitifera_12931,38.164,207,118,3,365,566,1441,2046,7.69e-42,159,Adig,Senp3-201_Adig
Senp3-201,Ahya_Acropora_hyacinthus_7708,33.333,99,47,4,382,462,115,408,4.72e-9,52.8,Ahya,Senp3-201_Ahya
Senp3-201,Amil_Acropora_millepora_9103,38.164,207,118,3,365,566,1432,2037,2.36e-41,158,Amil,Senp3-201_Amil
Senp3-201,Apal_XM_028661887.1,29.082,196,110,6,387,561,7,570,3.45e-18,84.3,Apal,Senp3-201_Apal
Senp3-201,Apoc_chromosome_9.985_1,40,210,113,4,365,566,1462,2076,5.22e-44,167,Apoc,Senp3-201_Apoc
Senp3-201,Aque_XM_019998752.1,28.293,205,114,7,364,537,1491,2099,1.3e-13,74.3,Aque,Senp3-201_Aque
Senp3-201,Cgig_G31407.4,31.818,264,158,8,311,566,1408,2157,1.11e-36,146,Cgig,Senp3-201_Cgig
Senp3-201,Emue_Em0004g1459a.t1,28.077,260,145,6,311,566,3322,3987,3.34e-25,111,Emue,Senp3-201_Emue
Senp3-201,Gasp_gasp1.m3.15258.m1,39.614,207,115,3,365,566,1484,2089,1.3e-42,164,Gasp,Senp3-201_Gasp
Senp3-201,Gfas_gfas1.m1.16119.m1,39.512,205,114,3,367,566,1580,2179,1.86e-42,163,Gfas,Senp3-201_Gfas
Senp3-201,Hsal_ENA_GHBP01001992_GHBP01001992.1,25.62,121,72,3,464,566,759,1121,1.7e-16,40.4,Hsal,Senp3-201_Hsal
Senp3-201,Kiwa_ENA_GBGI01010364_GBGI01010364.1,39.269,219,124,3,356,566,873,220,8.78e-42,159,Kiwa,Senp3-201_Kiwa
Senp3-201,Mcap_g25519,26.344,186,126,3,387,561,1165,1722,1.94e-15,80.9,Mcap,Senp3-201_Mcap
Senp3-201,Msqu_ENA_GHBR01003310_GHBR01003310.1,28.125,128,73,5,426,535,204,584,9.74e-14,51.6,Msqu,Senp3-201_Msqu
Senp3-201,Nvec_XM_001640898.2,39.904,208,114,3,365,566,2146,2754,2.31e-44,170,Nvec,Senp3-201_Nvec
Senp3-201,Pbac_AVPN01002932.1,35,120,44,2,400,485,7971,7612,9.41e-13,73.6,Pbac,Senp3-201_Pbac
Senp3-201,Pdam_Pocillopora_damicornis_4509,35,120,77,1,448,566,4,363,8.65e-22,89.7,Pdam,Senp3-201_Pdam
Senp3-201,Plut_plut2.m8.16449.m1,34.653,202,89,3,369,566,1476,1964,1.3e-29,124,Plut,Senp3-201_Plut
Senp3-201,Prus_35620_t,37.857,140,82,2,399,533,670,1089,5.84e-27,114,Prus,Senp3-201_Prus
Senp3-201,Pver_TRINITY_DN3778_c0_g1_i2,40.394,203,111,3,369,566,1511,2104,1.5e-44,169,Pver,Senp3-201_Pver
Senp3-201,Spis_Stylophora_pistillata_10537,39.409,203,113,3,369,566,1591,2184,3.31e-44,167,Spis,Senp3-201_Spis
Senp5-201,Adig_Acropora_digitifera_12931,39.267,191,111,2,563,748,1477,2049,1.03e-39,155,Adig,Senp5-201_Adig
Senp5-201,Ahya_Acropora_hyacinthus_7708,28.125,96,50,4,566,643,124,408,6.92e-6,43.9,Ahya,Senp5-201_Ahya
Senp5-201,Amil_Acropora_millepora_30531,24.87,193,115,6,576,742,25,591,6.17e-13,68.2,Amil,Senp5-201_Amil
Senp5-201,Apal_XM_028661887.1,30.928,194,121,3,568,748,7,588,3.82e-18,84.7,Apal,Senp5-201_Apal
Senp5-201,Apoc_chromosome_2.99_1,30.806,211,126,7,538,735,826,1437,2.77e-18,89.4,Apoc,Senp5-201_Apoc
Senp5-201,Aque_XM_020001636.1,41.327,196,109,3,558,748,1350,1934,1.19e-43,167,Aque,Senp5-201_Aque
Senp5-201,Cgig_G31407.4,37.968,187,111,2,567,748,1600,2160,7.3e-38,152,Cgig,Senp5-201_Cgig
Senp5-201,Emue_Em0011g1018a.t1,31.016,187,122,2,563,742,1192,1752,1.02e-15,82,Emue,Senp5-201_Emue
Senp5-201,Gasp_gasp1.m3.15258.m1,42.408,191,105,2,563,748,1520,2092,6.43e-41,161,Gasp,Senp5-201_Gasp
Senp5-201,Gfas_gfas1.m1.16119.m1,42.932,191,104,2,563,748,1610,2182,1.32e-42,166,Gfas,Senp5-201_Gfas
Senp5-201,Hsal_ENA_GHBP01001992_GHBP01001992.1,27.344,128,65,6,645,749,759,1127,2.42e-15,42,Hsal,Senp5-201_Hsal
Senp5-201,Kiwa_ENA_GBGI01010364_GBGI01010364.1,42.328,189,102,2,567,748,783,217,1.66e-38,152,Kiwa,Senp5-201_Kiwa
Senp5-201,Mcap_g25519,25.907,193,102,5,576,742,1189,1722,3.05e-16,84.3,Mcap,Senp5-201_Mcap
Senp5-201,Msqu_ENA_GHBR01003310_GHBR01003310.1,25.806,124,76,3,614,721,228,599,3.06e-6,47,Msqu,Senp5-201_Msqu
Senp5-201,Nvec_XM_001640898.2,42.328,189,101,4,567,748,2194,2757,2.5e-39,158,Nvec,Senp5-201_Nvec
Senp5-201,Pbac_AVPN01002932.1,33.929,112,40,2,581,658,7971,7636,6.27e-10,65.1,Pbac,Senp5-201_Pbac
Senp5-201,Pdam_Pocillopora_damicornis_22688,25.51,196,98,6,567,714,232,819,1.74e-9,58.5,Pdam,Senp5-201_Pdam
Senp5-201,Plut_plut2.m8.14810.m1,27.094,203,127,9,561,748,2494,3084,1.85e-7,55.5,Plut,Senp5-201_Plut
Senp5-201,Prus_Prusg9530.t1,30.263,152,67,4,580,720,4360,4731,3.39e-12,70.9,Prus,Senp5-201_Prus
Senp5-201,Pver_TRINITY_DN3778_c0_g1_i2,41.885,191,106,2,563,748,1535,2107,4.06e-40,159,Pver,Senp5-201_Pver
Senp5-201,Spis_Stylophora_pistillata_10537,40.838,191,108,2,563,748,1615,2187,7.3e-40,156,Spis,Senp5-201_Spis
Senp6-203,Adig_Acropora_digitifera_11783,60.432,139,53,1,670,808,2050,2460,3.29e-40,160,Adig,Senp6-203_Adig
Senp6-203,Ahya_Acropora_hyacinthus_7708,59.836,122,47,1,668,789,34,393,4.66e-36,130,Ahya,Senp6-203_Ahya
Senp6-203,Amil_Acropora_millepora_5242,60.145,138,53,1,668,805,2044,2451,1.95e-39,158,Amil,Senp6-203_Amil
Senp6-203,Apal_XM_021054939.2,42.991,214,113,4,680,890,2046,2669,7.63e-38,155,Apal,Senp6-203_Apal
Senp6-203,Apoc_chromosome_2.974_1,29.167,192,111,7,608,798,739,1242,1.37e-10,65.9,Apoc,Senp6-203_Apoc
Senp6-203,Aque_XM_019998752.1,42.149,121,66,3,681,801,1509,1859,4.09e-19,94,Aque,Senp6-203_Aque
Senp6-203,Cgig_G18559.1,35.61,410,225,13,424,823,3193,4335,2.54e-51,200,Cgig,Senp6-203_Cgig
Senp6-203,Emue_Em0023g930a.t1,31.788,302,172,10,531,810,1177,2046,3.98e-22,103,Emue,Senp6-203_Emue
Senp6-203,Gasp_gasp1.m3.5819.m1,61.538,130,49,1,679,808,2210,2596,2.18e-39,159,Gasp,Senp6-203_Gasp
Senp6-203,Gfas_gfas1.m1.14863.m1,32.507,363,204,10,444,802,1426,2403,7.51e-36,148,Gfas,Senp6-203_Gfas
Senp6-203,Hsal_ENA_GHBP01004186_GHBP01004186.1,35.821,67,43,0,681,747,52,252,3.47e-11,42.4,Hsal,Senp6-203_Hsal
Senp6-203,Kiwa_ENA_GBGI01005381_GBGI01005381.1,30.328,122,70,2,678,798,933,610,3.87e-8,57,Kiwa,Senp6-203_Kiwa
Senp6-203,Mcap_g26283,32.584,445,243,13,471,890,1537,2775,3.31e-39,159,Mcap,Senp6-203_Mcap
Senp6-203,Msqu_ENA_GHBR01003231_GHBR01003231.1,35.714,98,48,2,698,795,6,254,3.61e-9,56.6,Msqu,Senp6-203_Msqu
Senp6-203,Nvec_XM_032378943.1,34.853,373,201,12,467,832,1939,2952,9.05e-45,178,Nvec,Senp6-203_Nvec
Senp6-203,Pbac_AVPN01012403.1,45.833,48,23,2,1024,1069,359,499,7.05e-8,41.6,Pbac,Senp6-203_Pbac
Senp6-203,Pdam_Pocillopora_damicornis_22688,30.328,122,71,4,994,1101,571,936,1.64e-6,50.1,Pdam,Senp6-203_Pdam
Senp6-203,Plut_plut2.m8.23491.m1,50.943,159,76,2,678,836,2186,2656,1.85e-38,157,Plut,Senp6-203_Plut
Senp6-203,Prus_Prusg9530.t1,28.704,108,54,3,730,837,4411,4665,5.73e-6,51.2,Prus,Senp6-203_Prus
Senp6-203,Pver_TRINITY_DN5540_c0_g1_i1,59.677,124,50,0,679,802,2201,2572,5.9e-36,149,Pver,Senp6-203_Pver
Senp6-203,Spis_Stylophora_pistillata_2879,60.465,129,51,0,678,806,559,945,1.77e-42,162,Spis,Senp6-203_Spis
Senp7-203,Adig_Acropora_digitifera_11783,47.5,320,147,6,732,1034,2074,3021,1.79e-73,262,Adig,Senp7-203_Adig
Senp7-203,Ahya_Acropora_hyacinthus_7708,59.292,113,43,2,732,844,64,393,1.53e-33,123,Ahya,Senp7-203_Ahya
Senp7-203,Amil_Acropora_millepora_15803,35.714,126,77,3,726,849,643,1014,4.78e-13,72.4,Amil,Senp7-203_Amil
Senp7-203,Apal_XM_021054939.2,46.309,298,144,5,734,1027,2046,2903,1.73e-64,239,Apal,Senp7-203_Apal
Senp7-203,Apoc_chromosome_10.2906_1,44.937,316,157,6,733,1036,2080,3012,2.75e-62,230,Apoc,Senp7-203_Apoc
Senp7-203,Aque_XM_019998752.1,34.459,296,128,9,735,1027,1509,2207,1.39e-23,108,Aque,Senp7-203_Aque
Senp7-203,Cgig_G18559.1,60.15,133,51,1,729,859,3880,4278,6.24e-40,162,Cgig,Senp7-203_Cgig
Senp7-203,Emue_Em0020g13a.t1,36.424,302,149,9,733,1032,469,1251,7.08e-40,154,Emue,Senp7-203_Emue
Senp7-203,Gasp_gasp1.m3.5819.m1,56.716,134,50,2,733,863,2210,2596,7.52e-35,144,Gasp,Senp7-203_Gasp
Senp7-203,Gfas_gfas1.m1.14863.m1,38.849,278,142,7,732,987,2032,2847,3.72e-39,158,Gfas,Senp7-203_Gfas
Senp7-203,Hsal_ENA_GHBP01004186_GHBP01004186.1,31.429,70,48,0,735,804,52,261,5.31e-11,46.2,Hsal,Senp7-203_Hsal
Senp7-203,Kiwa_ENA_GBGI01005384_GBGI01005384.1,26.962,293,136,11,747,1035,888,232,8.47e-17,84.7,Kiwa,Senp7-203_Kiwa
Senp7-203,Mcap_g26283,45.342,322,135,8,732,1027,2083,3003,8.27e-69,250,Mcap,Senp7-203_Mcap
Senp7-203,Msqu_ENA_GHBR01003310_GHBR01003310.1,26.442,208,91,6,830,1029,255,716,4.92e-21,73.2,Msqu,Senp7-203_Msqu
Senp7-203,Nvec_XM_032378943.1,42.262,336,154,7,727,1027,2473,3465,1e-64,240,Nvec,Senp7-203_Nvec
Senp7-203,Pbac_AVPN01000919.1,30.645,124,43,2,911,992,12621,12989,5.13e-7,56.2,Pbac,Senp7-203_Pbac
Senp7-203,Pdam_Pocillopora_damicornis_22688,28.03,264,136,9,735,990,178,831,1.15e-19,89.7,Pdam,Senp7-203_Pdam
Senp7-203,Plut_plut2.m8.23491.m1,41.729,266,136,6,732,992,2186,2941,2.76e-42,169,Plut,Senp7-203_Plut
Senp7-203,Prus_Prusg19823.t1,37.786,262,151,4,776,1035,88,843,1.11e-37,143,Prus,Senp7-203_Prus
Senp7-203,Pver_TRINITY_DN5540_c0_g1_i1,44.984,309,153,7,732,1027,2198,3112,6.13e-57,216,Pver,Senp7-203_Pver
Senp7-203,Spis_Stylophora_pistillata_2879,44.62,316,158,6,732,1034,559,1494,1.11e-65,229,Spis,Senp7-203_Spis
Senp8-206,Amil_Acropora_millepora_29156,48.571,210,104,3,17,225,19,639,2.71e-65,201,Amil,Senp8-206_Amil
Senp8-206,Apal_XM_028661589.1,35.971,139,87,2,87,224,19,432,4.67e-21,91.3,Apal,Senp8-206_Apal
Senp8-206,Apoc_chromosome_2.343_1,49.528,212,104,3,15,225,7,636,2.35e-68,209,Apoc,Senp8-206_Apoc
Senp8-206,Aque_XM_003383935.3,46.119,219,112,5,9,223,18,668,1.35e-51,168,Aque,Senp8-206_Aque
Senp8-206,Cgig_G30529.1,43.062,209,117,2,17,224,22,645,1.94e-55,177,Cgig,Senp8-206_Cgig
Senp8-206,Gasp_gasp1.m3.5936.m1,43.602,211,99,3,15,224,26,601,1.94e-54,174,Gasp,Senp8-206_Gasp
Senp8-206,Gfas_gfas1.m1.3350.m1,53.704,162,72,3,13,173,9,488,9.82e-54,170,Gfas,Senp8-206_Gfas
Senp8-206,Hsal_ENA_GHBP01001591_GHBP01001591.1,41.905,105,49,4,87,181,817,1125,1.65e-16,68.9,Hsal,Senp8-206_Hsal
Senp8-206,Mcap_g28198,45.755,212,111,3,15,225,7,633,4.94e-53,171,Mcap,Senp8-206_Mcap
Senp8-206,Msqu_ENA_GHBR01005419_GHBR01005419.1,37.324,142,85,2,23,163,101,517,1.7e-21,85.9,Msqu,Senp8-206_Msqu
Senp8-206,Nvec_XM_001640187.2,45.455,209,110,3,17,224,52,669,3.13e-54,182,Nvec,Senp8-206_Nvec
Senp8-206,Pbac_AVPN01005677.1,31.176,170,102,5,16,181,2736,2260,1.59e-17,83.2,Pbac,Senp8-206_Pbac
Senp8-206,Plut_plut2.m8.12078.m1,44.545,220,119,3,15,233,17,670,3.27e-57,192,Plut,Senp8-206_Plut
Senp8-206,Prus_33491_t,39.706,68,41,0,158,225,97,300,2.05e-9,53.9,Prus,Senp8-206_Prus
Senp8-206,Pver_TRINITY_DN9611_c0_g1_i3,47.418,213,109,3,15,225,19,654,1.79e-52,178,Pver,Senp8-206_Pver
Senp8-206,Spis_Stylophora_pistillata_3916,50.704,213,102,3,15,225,1,636,2.11e-70,214,Spis,Senp8-206_Spis
Sumo1-201,Amil_Acropora_millepora_17859,38.095,84,51,1,8,90,847,1098,6.04e-10,54.3,Amil,Sumo1-201_Amil
Sumo1-201,Apoc_chromosome_9.193_1,64.583,96,34,0,3,98,37,324,1.63e-34,114,Apoc,Sumo1-201_Apoc
Sumo1-201,Aque_XM_003388016.3,44.898,98,50,2,4,97,169,462,1.88e-22,87,Aque,Sumo1-201_Aque
Sumo1-201,Cgig_G27008.5,50,78,39,0,20,97,22,255,2.81e-23,86.7,Cgig,Sumo1-201_Cgig
Sumo1-201,Emue_Em0022g439a.t1,55.696,79,35,0,20,98,52,288,4.9e-29,100,Emue,Sumo1-201_Emue
Sumo1-201,Gasp_gasp1.m3.6926.m1,40.26,77,45,1,15,90,912,1142,3.04e-10,55.8,Gasp,Sumo1-201_Gasp
Sumo1-201,Gfas_gfas1.m1.15597.m1,65.957,94,32,0,5,98,60,341,2.49e-37,132,Gfas,Sumo1-201_Gfas
Sumo1-201,Hsal_ENA_GHBP01016006_GHBP01016006.1,45.122,82,45,0,16,97,67,312,3.82e-21,80.9,Hsal,Sumo1-201_Hsal
Sumo1-201,Kiwa_ENA_GBGI01001623_GBGI01001623.1,55,80,36,0,18,97,344,105,2.97e-28,99.4,Kiwa,Sumo1-201_Kiwa
Sumo1-201,Mcap_g40457,39.286,84,50,1,8,90,784,1035,2.8e-11,58.9,Mcap,Sumo1-201_Mcap
Sumo1-201,Msqu_ENA_GHBR01010082_GHBR01010082.1,41.176,51,30,0,50,100,2,154,8.06e-13,57.4,Msqu,Sumo1-201_Msqu
Sumo1-201,Nvec_XM_001637850.2,70.732,82,24,0,16,97,119,364,2.1000000000000002e-30,110,Nvec,Sumo1-201_Nvec
Sumo1-201,Pbac_AVPN01000305.1,47.059,51,21,1,5,55,15092,15226,3.37e-9,54.3,Pbac,Sumo1-201_Pbac
Sumo1-201,Pdam_Pocillopora_damicornis_17364,38.571,70,42,1,22,90,82,291,6.5500000000000006e-11,52.8,Pdam,Sumo1-201_Pdam
Sumo1-201,Plut_plut2.m8.2770.m1,38.372,86,52,1,8,92,892,1149,1.44e-13,65.1,Plut,Sumo1-201_Plut
Sumo1-201,Prus_Prusg783.t2,38.372,86,52,1,8,92,682,939,6.2e-14,65.9,Prus,Sumo1-201_Prus
Sumo1-201,Pver_TRINITY_DN62253_c0_g1_i1,48.101,79,41,0,20,98,87,323,1.25e-22,85.9,Pver,Sumo1-201_Pver
Sumo1-201,Spis_Stylophora_pistillata_329,38.571,70,42,1,22,90,811,1020,1.7e-10,55.5,Spis,Sumo1-201_Spis
Sumo2-207,Adig_Acropora_digitifera_11897,42.5,80,45,1,8,86,889,1128,9.58e-15,66.6,Adig,Sumo2-207_Adig
Sumo2-207,Amil_Acropora_millepora_17859,42.5,80,45,1,8,86,859,1098,1.51e-14,67,Amil,Sumo2-207_Amil
Sumo2-207,Apal_XM_021057505.2,35.526,76,48,1,12,86,901,1128,4.11e-9,52.4,Apal,Sumo2-207_Apal
Sumo2-207,Apoc_chromosome_9.193_1,59.494,79,32,0,15,93,85,321,2.78e-25,91.3,Apoc,Sumo2-207_Apoc
Sumo2-207,Aque_XM_003388016.3,61.702,94,32,3,3,93,184,462,4.35e-32,111,Aque,Sumo2-207_Aque
Sumo2-207,Cgig_G27008.3,68.085,94,29,1,1,94,1,279,4.17e-43,136,Cgig,Sumo2-207_Cgig
Sumo2-207,Emue_Em0022g439a.t1,63.75,80,29,0,14,93,46,285,3.98e-34,113,Emue,Sumo2-207_Emue
Sumo2-207,Gasp_gasp1.m3.6926.m1,45.679,81,41,2,7,86,906,1142,8.33e-12,59.7,Gasp,Sumo2-207_Gasp
Sumo2-207,Gfas_gfas1.m1.13361.m1,43.75,80,44,1,8,86,890,1129,8.58e-15,68.2,Gfas,Sumo2-207_Gfas
Sumo2-207,Hsal_ENA_GHBP01016006_GHBP01016006.1,44.048,84,46,1,10,93,64,312,3.29e-18,73.2,Hsal,Sumo2-207_Hsal
Sumo2-207,Kiwa_ENA_GBGI01001623_GBGI01001623.1,57.5,80,34,0,16,95,338,99,2.08e-27,97.1,Kiwa,Sumo2-207_Kiwa
Sumo2-207,Mcap_g40457,43.75,80,44,1,8,86,796,1035,1.1e-17,76.6,Mcap,Sumo2-207_Mcap
Sumo2-207,Msqu_ENA_GHBR01010082_GHBR01010082.1,40.816,49,29,0,46,94,2,148,5.94e-10,49.7,Msqu,Sumo2-207_Msqu
Sumo2-207,Nvec_XM_001637850.2,61.25,80,31,0,15,94,128,367,7.68e-25,95.1,Nvec,Sumo2-207_Nvec
Sumo2-207,Pbac_AVPN01000305.1,48.98,49,21,1,3,51,15092,15226,2.09e-7,48.9,Pbac,Sumo2-207_Pbac
Sumo2-207,Pdam_Pocillopora_damicornis_17364,45.333,75,40,1,13,86,67,291,5.68e-15,63.2,Pdam,Sumo2-207_Pdam
Sumo2-207,Plut_plut2.m8.2770.m1,43.59,78,43,1,10,86,910,1143,1.09e-14,68.2,Plut,Sumo2-207_Plut
Sumo2-207,Prus_Prusg783.t2,42.308,78,44,1,10,86,700,933,7.56e-14,65.5,Prus,Sumo2-207_Prus
Sumo2-207,Pver_TRINITY_DN2048_c0_g1_i1,54.545,88,40,0,6,93,46,309,4.09e-26,94.4,Pver,Sumo2-207_Pver
Sumo2-207,Spis_Stylophora_pistillata_329,44,75,41,1,13,86,796,1020,2.16e-12,60.5,Spis,Sumo2-207_Spis
Sumo3-204,Adig_Acropora_digitifera_11897,42.5,80,44,2,11,88,889,1128,4.2e-13,62.8,Adig,Sumo3-204_Adig
Sumo3-204,Amil_Acropora_millepora_17859,42.5,80,44,2,11,88,859,1098,7.26e-13,62.8,Amil,Sumo3-204_Amil
Sumo3-204,Apal_XM_021057505.2,36.364,77,48,1,13,88,898,1128,2.55e-9,53.9,Apal,Sumo3-204_Apal
Sumo3-204,Apoc_chromosome_9.193_1,56.842,95,36,1,1,95,52,321,1e-27,98.2,Apoc,Sumo3-204_Apoc
Sumo3-204,Aque_XM_003388016.3,61,100,34,3,1,95,163,462,3.86e-34,117,Aque,Sumo3-204_Aque
Sumo3-204,Cgig_G27008.3,67.708,96,26,2,1,95,1,276,3.78e-41,132,Cgig,Sumo3-204_Cgig
Sumo3-204,Emue_Em0022g439a.t1,59.14,93,37,1,3,95,10,285,1.64e-35,117,Emue,Sumo3-204_Emue
Sumo3-204,Gasp_gasp1.m3.6926.m1,45.946,74,39,1,16,88,921,1142,3.56e-13,64.7,Gasp,Sumo3-204_Gasp
Sumo3-204,Gfas_gfas1.m1.15597.m1,56.842,95,36,1,1,95,69,338,3.07e-29,110,Gfas,Sumo3-204_Gfas
Sumo3-204,Hsal_ENA_GHBP01016006_GHBP01016006.1,43.299,97,54,1,1,96,25,315,1.85e-20,79.7,Hsal,Sumo3-204_Hsal
Sumo3-204,Kiwa_ENA_GBGI01001623_GBGI01001623.1,55.422,83,37,0,13,95,353,105,5.56e-27,96.7,Kiwa,Sumo3-204_Kiwa
Sumo3-204,Mcap_g62792,55.789,95,37,1,1,95,1,270,4.36e-32,108,Mcap,Sumo3-204_Mcap
Sumo3-204,Msqu_ENA_GHBR01010082_GHBR01010082.1,41.176,51,30,0,48,98,2,154,7.35e-11,52.8,Msqu,Sumo3-204_Msqu
Sumo3-204,Nvec_XM_001637850.2,58.947,95,34,1,1,95,95,364,3.19e-27,102,Nvec,Sumo3-204_Nvec
Sumo3-204,Pbac_AVPN01000305.1,53.333,45,21,0,53,97,15451,15585,2.51e-9,55.1,Pbac,Sumo3-204_Pbac
Sumo3-204,Pdam_Pocillopora_damicornis_17364,44.595,74,40,1,16,88,70,291,7.8500000000000006e-14,60.8,Pdam,Sumo3-204_Pdam
Sumo3-204,Plut_plut2.m8.2770.m1,45.946,74,39,1,16,88,922,1143,1.43e-14,68.6,Plut,Sumo3-204_Plut
