qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
H1-4-201,Plut_plut2.m8.11294.m1,47.222,72,36,2,38,108,67,279,1.12e-8,53.5,Plut,H1-4-201_Plut
H1-4-201,Prus_13325_t,47.222,72,36,2,38,108,67,279,1.2e-8,53.5,Prus,H1-4-201_Prus
H1-4-201,Pver_TRINITY_DN64333_c0_g1_i1,43.056,72,39,2,38,108,161,373,2.25e-7,51.2,Pver,H1-4-201_Pver
H1-4-201,Spis_Stylophora_pistillata_20466,41.429,70,41,0,38,107,190,399,2.55e-6,46.2,Spis,H1-4-201_Spis
H1-5-201,Adig_Acropora_digitifera_16133,46.479,71,36,2,41,110,70,279,8.59e-8,50.1,Adig,H1-5-201_Adig
H1-5-201,Ahya_Acropora_hyacinthus_4231,49.296,71,34,2,41,110,130,339,8.05e-8,48.5,Ahya,H1-5-201_Ahya
H1-5-201,Amil_Acropora_millepora_21521,44.444,72,38,2,41,111,73,285,1.17e-7,50.1,Amil,H1-5-201_Amil
H1-5-201,Apal_XM_021041137.2,45.833,72,37,2,41,111,161,373,1.67e-8,54.7,Apal,H1-5-201_Apal
H1-5-201,Apoc_chromosome_3.457_1,46.479,71,37,1,41,111,73,282,2.17e-9,55.8,Apoc,H1-5-201_Apoc
H1-5-201,Aque_XM_003391206.1,50.685,73,33,1,41,110,82,300,8.1e-8,50.8,Aque,H1-5-201_Aque
H1-5-201,Cgig_G22558.2,46.575,73,36,1,41,110,70,288,3.11e-6,47.8,Cgig,H1-5-201_Cgig
H1-5-201,Emue_Em0002g1068a.t1,47.059,68,36,0,41,108,118,321,6.07e-9,54.7,Emue,H1-5-201_Emue
H1-5-201,Gasp_gasp1.m3.525.m1,42.857,70,39,1,41,110,67,273,5.72e-8,51.2,Gasp,H1-5-201_Gasp
H1-5-201,Gfas_gfas1.m1.18825.m1,44.444,72,38,2,41,111,79,291,1.39e-7,50.4,Gfas,H1-5-201_Gfas
H1-5-201,Mcap_g46302,47.222,72,36,2,41,111,76,288,5.99e-8,52,Mcap,H1-5-201_Mcap
H1-5-201,Nvec_XM_032381660.1,48.611,72,35,2,41,111,411,623,2.25e-9,58.2,Nvec,H1-5-201_Nvec
H1-5-201,Pdam_Pocillopora_damicornis_28821,43.056,72,39,2,41,111,70,282,5.09e-8,49.7,Pdam,H1-5-201_Pdam
H1-5-201,Plut_plut2.m8.11294.m1,45.833,72,37,2,41,111,67,279,6.05e-8,51.6,Plut,H1-5-201_Plut
H1-5-201,Prus_13325_t,45.833,72,37,2,41,111,67,279,6.34e-8,51.6,Prus,H1-5-201_Prus
H1-5-201,Pver_TRINITY_DN64333_c0_g1_i1,43.056,72,39,2,41,111,161,373,6.85e-7,49.7,Pver,H1-5-201_Pver
H1-5-201,Spis_Stylophora_pistillata_20466,41.429,70,41,0,41,110,190,399,2.76e-6,46.2,Spis,H1-5-201_Spis
H1-6-201,Ahya_Acropora_hyacinthus_4231,42.857,70,38,2,44,112,136,342,2.43e-6,44.3,Ahya,H1-6-201_Ahya
H1-6-201,Apoc_chromosome_13.24_1,44,75,42,0,41,115,70,294,1.98e-6,47.4,Apoc,H1-6-201_Apoc
H1-6-201,Aque_XM_003391206.1,42.647,68,36,1,47,111,97,300,3.25e-6,46.2,Aque,H1-6-201_Aque
H1-6-201,Cgig_G22558.2,43.478,69,36,1,47,112,85,291,6.6e-6,46.6,Cgig,H1-6-201_Cgig
H1-6-201,Gfas_gfas1.m1.19404.m1,42.029,69,39,1,47,115,280,483,1.45e-6,47.8,Gfas,H1-6-201_Gfas
H1-6-201,Mcap_g3320,41.333,75,38,2,44,115,55,270,9.81e-6,45.8,Mcap,H1-6-201_Mcap
H1-6-201,Prus_17463_t,40.845,71,41,1,46,116,79,288,8.73e-6,45.1,Prus,H1-6-201_Prus
H1-8-201,Cgig_G339.4,38.571,70,43,0,50,119,55,264,1.39e-8,55.5,Cgig,H1-8-201_Cgig
H1-8-201,Hsal_ENA_GHBP01003442_GHBP01003442.1,35.443,79,47,2,52,129,396,623,2.33e-6,47.8,Hsal,H1-8-201_Hsal
H1-8-201,Msqu_ENA_GHBR01005020_GHBR01005020.1,35.052,97,57,3,52,146,209,487,7.66e-6,43.9,Msqu,H1-8-201_Msqu
H1-8-201,Pdam_Pocillopora_damicornis_26234,40.244,82,45,2,53,134,163,396,1.81e-7,48.1,Pdam,H1-8-201_Pdam
H1-8-201,Plut_plut2.m8.5455.m1,37.662,77,43,2,51,127,37,252,7.2e-6,47.4,Plut,H1-8-201_Plut
H1-8-201,Prus_21824_t,37.662,77,43,2,51,127,37,252,7.36e-6,47,Prus,H1-8-201_Prus
