qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Tet2-204,Pver_TRINITY_DN48362_c0_g1_i1,47.578,351,163,6,1000,1348,790,1785,1.23e-89,326,Pver,Tet2-204_Pver
Tet2-204,Spis_Stylophora_pistillata_12187,48.06,335,154,5,1015,1348,556,1503,3.58e-90,323,Spis,Tet2-204_Spis
Tet3-203,Adig_Acropora_digitifera_14641,50.163,307,143,4,826,1130,610,1506,1.25e-95,332,Adig,Tet3-203_Adig
Tet3-203,Amil_Acropora_millepora_1047,50.163,307,143,4,826,1130,610,1506,5.02e-93,332,Amil,Tet3-203_Amil
Tet3-203,Apal_XM_021045077.2,39.955,443,239,9,697,1130,536,1810,2.99e-88,321,Apal,Tet3-203_Apal
Tet3-203,Apoc_chromosome_8.2414_1,52.117,307,137,4,828,1132,625,1521,4.7e-97,345,Apoc,Tet3-203_Apoc
Tet3-203,Aque_XM_019993496.1,46.006,313,160,4,817,1126,1064,1984,2.08e-80,293,Aque,Tet3-203_Aque
Tet3-203,Cgig_G1223.1,56.41,351,145,6,811,1158,1147,2184,8.42e-117,401,Cgig,Tet3-203_Cgig
Tet3-203,Emue_Em0019g1209a.t1,46.263,281,147,3,846,1126,499,1329,1.72e-78,283,Emue,Tet3-203_Emue
Tet3-203,Gasp_gasp1.m3.3131.m1,44.588,388,193,7,750,1132,265,1377,3.63e-97,345,Gasp,Tet3-203_Gasp
Tet3-203,Gfas_gfas1.m1.18957.m1,49.664,298,131,5,834,1130,892,1731,1.69e-86,307,Gfas,Tet3-203_Gfas
Tet3-203,Mcap_adi2mcaRNA27872_R0,51.623,308,139,5,826,1130,604,1506,4.23e-93,333,Mcap,Tet3-203_Mcap
Tet3-203,Nvec_XM_001634845.2,53.156,301,131,6,832,1130,1627,2505,2.73e-92,334,Nvec,Tet3-203_Nvec
Tet3-203,Pbac_AVPN01005509.1,50.82,61,26,2,972,1032,4185,4355,2.73e-10,67.8,Pbac,Tet3-203_Pbac
Tet3-203,Plut_plut2.m8.3605.m1,50.825,303,137,4,826,1126,848,1726,1.05e-94,342,Plut,Tet3-203_Plut
Tet3-203,Prus_28146_t,50.165,303,139,4,826,1126,598,1476,5.79e-95,338,Prus,Tet3-203_Prus
Tet3-203,Pver_TRINITY_DN48362_c0_g1_i1,52.459,305,135,5,828,1130,895,1785,1.42e-94,342,Pver,Tet3-203_Pver
Tet3-203,Spis_Stylophora_pistillata_12187,52.787,305,134,5,828,1130,613,1503,1.51e-97,345,Spis,Tet3-203_Spis
