qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
ADARB1-201,Apoc_chromosome_9.215_1,47.031,640,294,11,75,700,268,2094,3.52e-169,502,Apoc,ADARB1-201_Apoc
ADARB1-201,Aque_XM_003387819.3,41.344,491,254,9,234,701,515,1954,1.93e-105,337,Aque,ADARB1-201_Aque
ADARB1-201,Cgig_G3894.4,60.972,638,229,5,67,701,508,2370,0,731,Cgig,ADARB1-201_Cgig
ADARB1-201,Emue_Em0037g9a.t1,36.154,520,254,13,234,700,1960,3444,7.94e-80,276,Emue,ADARB1-201_Emue
ADARB1-201,Gasp_gasp1.m3.30295.m1,47.319,634,289,11,79,700,282,2084,8.64e-169,505,Gasp,ADARB1-201_Gasp
ADARB1-201,Gfas_gfas1.m1.6594.m1,48.834,643,279,16,78,700,287,2125,7.33e-177,526,Gfas,ADARB1-201_Gfas
ADARB1-201,Kiwa_ENA_GBGI01007347_GBGI01007347.1,26.804,388,208,15,368,699,895,1998,1.5e-22,102,Kiwa,ADARB1-201_Kiwa
ADARB1-201,Mcap_g62771,46.977,645,280,15,80,700,274,2094,9.19e-168,498,Mcap,ADARB1-201_Mcap
ADARB1-201,Nvec_XM_001629565.2,45.053,657,283,14,63,699,234,2030,1.77e-157,483,Nvec,ADARB1-201_Nvec
ADARB1-201,Pbac_AVPN01002119.1,44.332,397,194,8,321,699,6182,5019,2.06e-90,311,Pbac,ADARB1-201_Pbac
ADARB1-201,Pdam_Pocillopora_damicornis_772,54.894,235,98,4,447,679,1,687,1.02e-85,268,Pdam,ADARB1-201_Pdam
ADARB1-201,Plut_plut2.m8.2549.m1,46.656,643,287,14,79,700,274,2097,2.7e-159,493,Plut,ADARB1-201_Plut
ADARB1-201,Prus_38162_t,47.358,492,209,12,79,550,262,1647,2.93e-117,363,Prus,ADARB1-201_Prus
ADARB1-201,Pver_TRINITY_DN18141_c0_g1_i1,47.634,634,284,13,80,700,445,2241,1.2e-170,515,Pver,ADARB1-201_Pver
ADARB1-201,Spis_Stylophora_pistillata_18764,48.418,632,284,13,80,700,289,2091,1.79e-175,517,Spis,ADARB1-201_Spis
ADARB2-203,Adig_Acropora_digitifera_13658,39.94,671,355,12,87,737,181,2109,1.35e-139,426,Adig,ADARB2-203_Adig
ADARB2-203,Ahya_Acropora_hyacinthus_6667,46.591,88,43,1,133,216,7,270,2.81e-17,75.9,Ahya,ADARB2-203_Ahya
ADARB2-203,Amil_Acropora_millepora_470,39.94,671,355,12,87,737,181,2109,1.21e-139,427,Amil,ADARB2-203_Amil
ADARB2-203,Apal_XM_021052948.2,35.903,493,264,14,276,735,1893,3314,1.59e-73,260,Apal,ADARB2-203_Apal
ADARB2-203,Apoc_chromosome_9.215_1,43.79,628,315,12,126,738,280,2094,3.91e-149,452,Apoc,ADARB2-203_Apoc
ADARB2-203,Aque_XM_003387819.3,40.825,485,252,11,277,735,515,1942,2.02e-91,301,Aque,ADARB2-203_Aque
ADARB2-203,Cgig_G3894.4,48.313,652,307,9,97,738,472,2367,0,593,Cgig,ADARB2-203_Cgig
ADARB2-203,Emue_Em0037g9a.t1,35.928,501,278,11,277,739,1960,3447,2.65e-70,250,Emue,ADARB2-203_Emue
ADARB2-203,Gasp_gasp1.m3.30295.m1,43.222,627,318,11,125,738,279,2084,3.04e-149,456,Gasp,ADARB2-203_Gasp
ADARB2-203,Gfas_gfas1.m1.6594.m1,41.555,669,341,13,91,739,212,2128,1.37e-148,454,Gfas,ADARB2-203_Gfas
ADARB2-203,Kiwa_ENA_GBGI01007347_GBGI01007347.1,24.422,389,216,14,406,737,895,1998,7.75e-25,109,Kiwa,ADARB2-203_Kiwa
ADARB2-203,Mcap_g62771,41.42,676,335,15,87,738,178,2094,5.25e-142,434,Mcap,ADARB2-203_Mcap
ADARB2-203,Nvec_XM_001629565.2,40.781,640,310,16,118,737,258,2030,8.23e-131,414,Nvec,ADARB2-203_Nvec
ADARB2-203,Pbac_AVPN01002119.1,38.386,409,221,9,349,737,6212,5019,3.37e-74,265,Pbac,ADARB2-203_Pbac
ADARB2-203,Pdam_Pocillopora_damicornis_772,47.863,234,115,4,486,717,1,687,4.25e-63,209,Pdam,ADARB2-203_Pdam
ADARB2-203,Plut_plut2.m8.2549.m1,42.587,634,319,14,125,738,271,2097,1.31e-131,421,Plut,ADARB2-203_Plut
ADARB2-203,Prus_38162_t,43.478,483,235,11,125,589,259,1647,2.92e-101,323,Prus,ADARB2-203_Prus
ADARB2-203,Pver_TRINITY_DN18141_c0_g1_i1,42.584,627,317,15,127,738,445,2241,2.56e-138,432,Pver,ADARB2-203_Pver
ADARB2-203,Spis_Stylophora_pistillata_18764,42.675,628,317,13,127,738,289,2091,2.6e-144,438,Spis,ADARB2-203_Spis
ALKBH1-201,Adig_Acropora_digitifera_4779,40.21,286,150,4,21,306,55,849,6.34e-68,219,Adig,ALKBH1-201_Adig
ALKBH1-201,Amil_Acropora_millepora_16957,39.86,286,151,4,21,306,55,849,4.53e-67,217,Amil,ALKBH1-201_Amil
ALKBH1-201,Apal_XM_021052033.2,41.207,381,156,9,21,354,48,1127,1.54e-84,264,Apal,ALKBH1-201_Apal
ALKBH1-201,Apoc_chromosome_11.2463_1,46.131,336,163,7,21,354,4,963,1.4e-95,289,Apoc,ALKBH1-201_Apoc
ALKBH1-201,Aque_XM_003386474.3,43.75,288,150,5,21,305,35,871,1.8e-73,236,Aque,ALKBH1-201_Aque
ALKBH1-201,Cgig_G12644.4,36.443,343,187,8,20,347,43,1023,1.39e-67,219,Cgig,ALKBH1-201_Cgig
ALKBH1-201,Emue_Em0402g8a.t1,41.121,321,143,6,20,305,7,936,6.12e-70,230,Emue,ALKBH1-201_Emue
ALKBH1-201,Gasp_gasp1.m3.10581.m1,40.909,286,150,4,21,306,85,885,3.69e-69,224,Gasp,ALKBH1-201_Gasp
ALKBH1-201,Gfas_gfas1.m1.9008.m1,42.657,286,143,4,21,306,340,1134,6.38e-69,225,Gfas,ALKBH1-201_Gfas
ALKBH1-201,Hsal_ENA_GHBP01005764_GHBP01005764.1,27.861,201,112,4,166,347,181,741,1.69e-19,77.8,Hsal,ALKBH1-201_Hsal
ALKBH1-201,Kiwa_ENA_GBGI01018209_GBGI01018209.1,24.654,361,237,10,18,348,1158,91,6.71e-27,111,Kiwa,ALKBH1-201_Kiwa
ALKBH1-201,Mcap_g57652,41.045,268,137,3,39,306,106,846,3.82e-66,216,Mcap,ALKBH1-201_Mcap
ALKBH1-201,Msqu_ENA_GHBR01004767_GHBR01004767.1,34.286,105,60,2,162,257,102,416,1.47e-12,63.9,Msqu,ALKBH1-201_Msqu
ALKBH1-201,Nvec_XM_032385605.1,33.506,385,191,8,3,346,34,1116,2.26e-61,206,Nvec,ALKBH1-201_Nvec
ALKBH1-201,Pbac_AVPN01000429.1,22.581,217,81,3,164,293,48424,47774,8.28e-12,69.3,Pbac,ALKBH1-201_Pbac
ALKBH1-201,Pdam_Pocillopora_damicornis_15876,44.776,67,34,1,165,231,67,258,3.98e-15,69.3,Pdam,ALKBH1-201_Pdam
ALKBH1-201,Plut_plut2.m8.23835.m1,31.818,286,123,5,21,306,86,727,1.9e-39,146,Plut,ALKBH1-201_Plut
ALKBH1-201,Prus_19377_t,40.21,286,150,4,21,306,79,873,1.26e-66,223,Prus,ALKBH1-201_Prus
ALKBH1-201,Pver_TRINITY_DN56698_c0_g1_i1,36.997,373,204,7,21,377,71,1144,2.85e-71,232,Pver,ALKBH1-201_Pver
ALKBH1-201,Spis_Stylophora_pistillata_9323,42.308,286,150,3,21,306,19,831,1.31e-74,237,Spis,ALKBH1-201_Spis
ALKBH3-201,Amil_Acropora_millepora_23514,32.418,182,116,5,101,277,142,681,1.14e-19,85.1,Amil,ALKBH3-201_Amil
ALKBH3-201,Apal_XM_021054159.2,46.043,278,117,6,3,279,296,1033,5.99e-75,236,Apal,ALKBH3-201_Apal
ALKBH3-201,Apoc_chromosome_4.1235_1,35.256,156,94,5,127,277,328,789,2.04e-18,83.2,Apoc,ALKBH3-201_Apoc
ALKBH3-201,Aque_XM_003382387.3,34.171,199,124,4,90,282,200,793,1.02e-27,108,Aque,ALKBH3-201_Aque
ALKBH3-201,Cgig_G19620.4,53.43,277,122,3,4,279,22,834,8.1e-104,305,Cgig,ALKBH3-201_Cgig
ALKBH3-201,Emue_Em0695g3a.t1,33.668,199,116,5,89,277,136,714,4.72e-25,100,Emue,ALKBH3-201_Emue
ALKBH3-201,Gasp_gasp1.m3.21615.m1,35.897,156,93,5,127,277,322,783,6.4e-19,84.3,Gasp,ALKBH3-201_Gasp
ALKBH3-201,Gfas_gfas1.m1.8444.m1,34.356,163,101,4,127,285,328,810,1.3e-20,89,Gfas,ALKBH3-201_Gfas
ALKBH3-201,Mcap_g58441,36.667,150,89,4,130,275,346,789,3.53e-20,88.6,Mcap,ALKBH3-201_Mcap
ALKBH3-201,Nvec_XM_032379993.1,47.67,279,131,6,3,279,579,1376,1.47e-87,271,Nvec,ALKBH3-201_Nvec
ALKBH3-201,Pbac_AVPN01000884.1,29.258,229,143,7,53,277,20173,19532,5.95e-22,97.8,Pbac,ALKBH3-201_Pbac
ALKBH3-201,Prus_Prusg13843.t1,36.667,150,89,4,130,275,346,789,1.23e-19,86.7,Prus,ALKBH3-201_Prus
ALKBH3-201,Pver_TRINITY_DN67375_c0_g1_i1,30.27,185,103,8,108,277,43,564,1.14e-8,56.2,Pver,ALKBH3-201_Pver
ALKBH3-201,Spis_Stylophora_pistillata_10488,35.948,153,91,5,130,277,325,777,2.69e-17,79,Spis,ALKBH3-201_Spis
ALKBH5-201,Adig_Acropora_digitifera_8680,69.484,213,65,0,81,293,208,846,1.85e-101,303,Adig,ALKBH5-201_Adig
ALKBH5-201,Ahya_Acropora_hyacinthus_7244,75,96,24,0,198,293,7,294,5.88e-39,134,Ahya,ALKBH5-201_Ahya
ALKBH5-201,Amil_Acropora_millepora_11243,66.667,225,75,0,69,293,169,843,2.05e-101,303,Amil,ALKBH5-201_Amil
ALKBH5-201,Apal_XM_021047232.2,66.667,219,73,0,81,299,201,857,7.61e-90,290,Apal,ALKBH5-201_Apal
ALKBH5-201,Apoc_chromosome_5.454_1,65.823,237,78,1,57,293,100,801,4.86e-94,285,Apoc,ALKBH5-201_Apoc
ALKBH5-201,Cgig_G374.3,72.43,214,59,0,80,293,172,813,3.2e-117,347,Cgig,ALKBH5-201_Cgig
ALKBH5-201,Gasp_gasp1.m3.1826.m1,66.245,237,77,1,57,293,118,819,4.61e-94,288,Gasp,ALKBH5-201_Gasp
ALKBH5-201,Gfas_gfas1.m1.7392.m1,55.743,296,99,3,6,300,142,936,1.36e-89,295,Gfas,ALKBH5-201_Gfas
ALKBH5-201,Mcap_g62956,58.781,279,91,3,78,332,157,993,1.04e-100,303,Mcap,ALKBH5-201_Mcap
ALKBH5-201,Nvec_XM_001632099.2,66.038,212,72,0,81,292,182,817,3.38e-101,307,Nvec,ALKBH5-201_Nvec
ALKBH5-201,Plut_plut2.m8.6215.m1,58.188,287,92,2,7,293,38,814,2.86e-89,291,Plut,ALKBH5-201_Plut
ALKBH5-201,Prus_13896_t,55.378,251,84,2,7,257,34,702,2.02e-72,232,Prus,ALKBH5-201_Prus
ALKBH5-201,Pver_TRINITY_DN9726_c0_g2_i1,68.981,216,67,0,78,293,164,811,1.12e-90,299,Pver,ALKBH5-201_Pver
ALYREF-202,Adig_Acropora_digitifera_375,72.072,111,25,1,84,188,79,411,6.91e-46,152,Adig,ALYREF-202_Adig
ALYREF-202,Ahya_Acropora_hyacinthus_3671,38.571,70,42,1,115,183,352,561,8.19e-7,47,Ahya,ALYREF-202_Ahya
ALYREF-202,Amil_Acropora_millepora_21131,71.171,111,26,1,84,188,184,516,1.25e-45,153,Amil,ALYREF-202_Amil
ALYREF-202,Apal_XM_021045714.2,61.207,116,37,1,84,191,211,558,3.04e-36,136,Apal,ALYREF-202_Apal
ALYREF-202,Apoc_chromosome_5.114_1,69.912,113,27,1,84,189,166,504,1.81e-45,153,Apoc,ALYREF-202_Apoc
ALYREF-202,Aque_XM_003384450.3,61.818,110,36,2,85,188,340,669,2.14e-38,137,Aque,ALYREF-202_Aque
ALYREF-202,Cgig_G652.6,62.81,121,38,1,84,197,238,600,3.62e-42,146,Cgig,ALYREF-202_Cgig
ALYREF-202,Emue_Em0398g5a.t1,59.649,114,37,1,84,188,178,519,2.1e-41,143,Emue,ALYREF-202_Emue
ALYREF-202,Gasp_gasp1.m3.4443.m1,69.565,115,27,1,84,190,269,613,1.53e-45,154,Gasp,ALYREF-202_Gasp
ALYREF-202,Gfas_gfas1.m1.15967.m1,69.912,113,28,1,84,190,252,590,1.98e-42,153,Gfas,ALYREF-202_Gfas
ALYREF-202,Hsal_ENA_GHBP01000264_GHBP01000264.1,35.294,85,53,1,115,199,1068,1316,7.81e-7,48.9,Hsal,ALYREF-202_Hsal
ALYREF-202,Kiwa_ENA_GBGI01005917_GBGI01005917.1,56,75,33,0,114,188,355,579,1.29e-19,87,Kiwa,ALYREF-202_Kiwa
ALYREF-202,Mcap_g6372,58.955,134,28,2,84,190,157,558,1.07e-40,142,Mcap,ALYREF-202_Mcap
ALYREF-202,Msqu_ENA_GHBR01001181_GHBR01001181.1,44.068,118,48,3,89,189,268,618,4.12e-21,89,Msqu,ALYREF-202_Msqu
ALYREF-202,Nvec_XM_001626337.2,55.556,126,44,2,84,199,550,921,2.69e-35,133,Nvec,ALYREF-202_Nvec
ALYREF-202,Pdam_Pocillopora_damicornis_23216,70.536,112,27,1,84,189,67,402,2.43e-46,152,Pdam,ALYREF-202_Pdam
ALYREF-202,Plut_plut2.m8.6668.m1,63.71,124,39,1,84,201,224,595,1.73e-40,149,Plut,ALYREF-202_Plut
ALYREF-202,Prus_5615_t,68.571,105,27,1,84,182,166,480,2.42e-39,138,Prus,ALYREF-202_Prus
ALYREF-202,Pver_TRINITY_DN13213_c0_g2_i3,70.192,104,25,1,84,181,204,515,3.93e-38,142,Pver,ALYREF-202_Pver
ALYREF-202,Spis_Stylophora_pistillata_10146,70.192,104,25,1,84,181,298,609,1.97e-41,140,Spis,ALYREF-202_Spis
CBLL1-201,Adig_Acropora_digitifera_839,49.107,112,46,3,87,191,256,579,9.56e-29,116,Adig,CBLL1-201_Adig
CBLL1-201,Ahya_Acropora_hyacinthus_8046,35.135,148,89,4,22,167,85,513,6.14e-21,87.4,Ahya,CBLL1-201_Ahya
CBLL1-201,Amil_Acropora_millepora_17855,49.107,112,46,3,87,191,256,579,1.61e-28,116,Amil,CBLL1-201_Amil
CBLL1-201,Apal_XM_021053497.2,35.567,194,105,4,5,191,25,567,2.3e-29,121,Apal,CBLL1-201_Apal
CBLL1-201,Aque_XM_003383672.2,34.615,182,94,5,17,191,19,510,3.71e-22,96.7,Aque,CBLL1-201_Aque
CBLL1-201,Cgig_G30941.4,43.961,207,89,10,2,192,7,594,1.94e-37,145,Cgig,CBLL1-201_Cgig
CBLL1-201,Emue_Em0017g947a.t1,42.202,109,52,3,88,189,253,567,1.21e-20,92,Emue,CBLL1-201_Emue
CBLL1-201,Gasp_gasp1.m3.7664.m1,50,112,45,3,87,191,271,594,8.49e-29,119,Gasp,CBLL1-201_Gasp
CBLL1-201,Gfas_gfas1.m1.17165.m1,49.107,112,46,3,87,191,256,579,8.96e-28,116,Gfas,CBLL1-201_Gfas
CBLL1-201,Hsal_ENA_GHBP01004477_GHBP01004477.1,40,105,57,2,91,189,497,811,2.86e-16,78.2,Hsal,CBLL1-201_Hsal
CBLL1-201,Kiwa_ENA_GBGI01009297_GBGI01009297.1,37.143,105,59,4,92,190,576,265,2.03e-12,69.3,Kiwa,CBLL1-201_Kiwa
CBLL1-201,Mcap_g35166,49.107,112,46,3,87,191,256,579,4.31e-28,116,Mcap,CBLL1-201_Mcap
CBLL1-201,Msqu_ENA_GHBR01010435_GHBR01010435.1,40.541,74,39,1,125,193,1,222,5.67e-10,54.7,Msqu,CBLL1-201_Msqu
CBLL1-201,Nvec_XM_032386180.1,36.869,198,111,6,1,191,16,588,5.86e-30,124,Nvec,CBLL1-201_Nvec
CBLL1-201,Plut_plut2.m8.29560.m1,35.135,148,60,5,58,191,286,663,6.95e-16,80.5,Plut,CBLL1-201_Plut
CBLL1-201,Prus_8334_t,44.776,134,63,3,65,191,6,395,6.68e-29,117,Prus,CBLL1-201_Prus
CBLL1-201,Pver_TRINITY_DN5763_c0_g1_i1,50,112,45,3,87,191,259,582,2.7e-28,119,Pver,CBLL1-201_Pver
DCP2-201,Adig_Acropora_digitifera_15392,51.389,216,105,0,24,239,4,651,4.65e-78,247,Adig,DCP2-201_Adig
DCP2-201,Amil_Acropora_millepora_10755,52.193,228,109,0,12,239,25,708,5.52e-84,264,Amil,DCP2-201_Amil
DCP2-201,Apal_XM_021058776.2,52.402,229,109,0,8,236,170,856,1.15e-81,267,Apal,DCP2-201_Apal
DCP2-201,Apoc_chromosome_13.1043_1,53.017,232,109,0,8,239,58,753,7.99e-90,280,Apoc,DCP2-201_Apoc
DCP2-201,Aque_XM_011409385.2,41.026,234,136,1,6,239,44,739,9.23e-57,193,Aque,DCP2-201_Aque
DCP2-201,Cgig_G11411.5,62.931,232,85,1,8,239,49,741,6.98e-98,301,Cgig,DCP2-201_Cgig
DCP2-201,Emue_Em0009g1154a.t1,39.419,241,138,3,1,239,1,705,6.46e-57,194,Emue,DCP2-201_Emue
DCP2-201,Gasp_gasp1.m3.26796.m1,50,172,86,0,68,239,94,609,1.39e-53,191,Gasp,DCP2-201_Gasp
DCP2-201,Gfas_gfas1.m1.5735.m1,49.793,241,109,1,11,239,148,870,1.55e-77,262,Gfas,DCP2-201_Gfas
DCP2-201,Hsal_ENA_GHBP01002178_GHBP01002178.1,41.727,139,77,3,8,145,98,505,4.5e-31,121,Hsal,DCP2-201_Hsal
DCP2-201,Kiwa_ENA_GBGI01007705_GBGI01007705.1,33.103,145,95,2,7,150,925,494,8.98e-29,113,Kiwa,DCP2-201_Kiwa
DCP2-201,Mcap_adi2mcaRNA24820_R0,53.017,232,109,0,8,239,67,762,4.61e-90,281,Mcap,DCP2-201_Mcap
DCP2-201,Msqu_ENA_GHBR01009124_GHBR01009124.1,37.383,107,65,2,45,151,2,316,3.02e-16,72.8,Msqu,DCP2-201_Msqu
DCP2-201,Nvec_XM_032364694.1,49.425,261,132,0,8,268,87,869,6.76e-83,276,Nvec,DCP2-201_Nvec
DCP2-201,Pbac_AVPN01021648.1,25.547,137,53,2,40,129,2585,2181,7.32e-12,57.4,Pbac,DCP2-201_Pbac
DCP2-201,Plut_plut2.m8.233.m1,49.372,239,114,1,8,239,76,792,1.55e-79,261,Plut,DCP2-201_Plut
DCP2-201,Prus_Prusg13900.t1,47.788,113,52,1,8,113,64,402,2.94e-31,127,Prus,DCP2-201_Prus
DCP2-201,Pver_TRINITY_DN20126_c0_g1_i1,51.293,232,112,1,8,239,56,748,1.54e-83,270,Pver,DCP2-201_Pver
DCP2-201,Spis_Stylophora_pistillata_7042,51.724,232,112,0,8,239,52,747,3.89e-88,275,Spis,DCP2-201_Spis
DKC1-201,Adig_Acropora_digitifera_13758,75.127,394,98,0,27,420,136,1317,0,620,Adig,DKC1-201_Adig
DKC1-201,Ahya_Acropora_hyacinthus_3841,74.873,394,99,0,27,420,151,1332,0,621,Ahya,DKC1-201_Ahya
DKC1-201,Amil_Acropora_millepora_11979,74.873,394,99,0,27,420,163,1344,0,621,Amil,DKC1-201_Amil
DKC1-201,Apal_XM_021048030.1,73.834,386,101,0,35,420,156,1313,0,602,Apal,DKC1-201_Apal
DKC1-201,Apoc_chromosome_7.295_1,76.904,394,91,0,27,420,154,1335,0,633,Apoc,DKC1-201_Apoc
DKC1-201,Aque_XM_019995107.1,69.029,381,116,2,29,409,156,1292,0,540,Aque,DKC1-201_Aque
DKC1-201,Cgig_G15487.5,75.696,395,96,0,26,420,49,1233,0,636,Cgig,DKC1-201_Cgig
DKC1-201,Emue_Em0021g81a.t1,50.704,142,56,2,275,416,244,627,1.56e-34,131,Emue,DKC1-201_Emue
DKC1-201,Gasp_gasp1.m3.21791.m1,73.98,392,86,1,29,420,1,1128,0,597,Gasp,DKC1-201_Gasp
DKC1-201,Gfas_gfas1.m1.3051.m1,70.983,417,89,2,27,420,169,1392,0,602,Gfas,DKC1-201_Gfas
DKC1-201,Hsal_ENA_GHBP01001979_GHBP01001979.1,62.458,301,97,3,35,319,277,1179,1.53e-128,379,Hsal,DKC1-201_Hsal
DKC1-201,Kiwa_ENA_GBGI01005889_GBGI01005889.1,70.157,382,114,0,36,417,136,1281,0,559,Kiwa,DKC1-201_Kiwa
DKC1-201,Mcap_g59073,76.786,392,91,0,27,418,136,1311,0,633,Mcap,DKC1-201_Mcap
DKC1-201,Msqu_ENA_GHBR01001211_GHBR01001211.1,68.235,255,81,0,89,343,306,1070,2.27e-130,381,Msqu,DKC1-201_Msqu
DKC1-201,Nvec_XM_001637210.2,75.567,397,97,0,24,420,229,1419,0,632,Nvec,DKC1-201_Nvec
DKC1-201,Pbac_AVPN01002512.1,65.957,94,32,0,319,412,4203,3922,3.67e-31,130,Pbac,DKC1-201_Pbac
DKC1-201,Pdam_Pocillopora_damicornis_3377,76.396,394,93,0,27,420,130,1311,0,635,Pdam,DKC1-201_Pdam
DKC1-201,Plut_plut2.m8.21581.m1,77.922,231,51,0,27,257,133,825,1.31e-125,368,Plut,DKC1-201_Plut
DKC1-201,Pver_TRINITY_DN1206_c0_g3_i1,76.396,394,93,0,27,420,151,1332,0,634,Pver,DKC1-201_Pver
DKC1-201,Spis_Stylophora_pistillata_18376,76.65,394,92,0,27,420,103,1284,0,636,Spis,DKC1-201_Spis
ELF3-203,Adig_Acropora_digitifera_5907,43.478,92,49,1,275,366,745,1011,1.23e-21,93.6,Adig,ELF3-203_Adig
ELF3-203,Ahya_Acropora_hyacinthus_2845,32.53,83,55,1,274,356,241,486,9.22e-12,60.5,Ahya,ELF3-203_Ahya
ELF3-203,Amil_Acropora_millepora_10285,48.315,89,44,1,274,362,763,1023,1.98e-21,93.6,Amil,ELF3-203_Amil
ELF3-203,Apal_XM_021056813.2,47.619,105,51,2,255,356,727,1038,1.14e-24,106,Apal,ELF3-203_Apal
ELF3-203,Apoc_chromosome_2.639_1,45.745,94,48,2,263,355,730,1005,4.09e-20,90.9,Apoc,ELF3-203_Apoc
ELF3-203,Aque_XM_019999923.1,44.944,89,47,2,267,355,1509,1769,8.08e-19,88.2,Aque,ELF3-203_Aque
ELF3-203,Cgig_G5204.4,64.423,104,37,0,260,363,997,1308,7.3e-42,153,Cgig,ELF3-203_Cgig
ELF3-203,Emue_Em0003g292a.t1,51.19,84,39,2,273,356,721,966,2.09e-21,94.4,Emue,ELF3-203_Emue
ELF3-203,Gasp_gasp1.m3.11819.m1,44.66,103,53,2,262,362,1040,1342,2.4e-21,95.9,Gasp,ELF3-203_Gasp
ELF3-203,Gfas_gfas1.m1.2876.m1,48.315,89,44,1,274,362,3961,4221,2.76e-21,95.9,Gfas,ELF3-203_Gfas
ELF3-203,Hsal_ENA_GHBP01019912_GHBP01019912.1,32.099,81,53,2,275,355,94,330,4.53e-9,53.5,Hsal,ELF3-203_Hsal
ELF3-203,Kiwa_ENA_GBGI01002093_GBGI01002093.1,45.455,44,24,0,301,344,303,172,4.7e-8,50.4,Kiwa,ELF3-203_Kiwa
ELF3-203,Mcap_g54369,44.444,90,47,1,275,364,877,1137,4.68e-21,94.4,Mcap,ELF3-203_Mcap
ELF3-203,Nvec_XM_032362936.1,45.745,94,48,1,265,355,1032,1313,2.75e-22,99.8,Nvec,ELF3-203_Nvec
ELF3-203,Pbac_AVPN01000295.1,33.654,104,67,2,265,368,65831,66136,1.93e-13,73.9,Pbac,ELF3-203_Pbac
ELF3-203,Pdam_Pocillopora_damicornis_5047,49.438,89,43,1,274,362,754,1014,1.4e-22,95.9,Pdam,ELF3-203_Pdam
ELF3-203,Plut_plut2.m8.18102.m1,49.438,89,43,2,274,362,1970,2230,3.8e-21,95.9,Plut,ELF3-203_Plut
ELF3-203,Prus_Prusg8201.t1,49.438,89,43,2,274,362,667,927,1.14e-21,94.7,Prus,ELF3-203_Prus
ELF3-203,Pver_TRINITY_DN416_c1_g2_i1,49.438,89,43,1,274,362,1242,1502,3.91e-21,95.9,Pver,ELF3-203_Pver
ELF3-203,Spis_Stylophora_pistillata_12617,45.055,91,49,1,264,354,142,411,2.02e-18,83.6,Spis,ELF3-203_Spis
FMR1-201,Adig_Acropora_digitifera_13096,43.705,421,192,4,10,430,1,1128,2.42e-119,365,Adig,FMR1-201_Adig
